"Address","Occurrences","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Indexability","Indexability Status"
"https://unityverseacademy.com/urun/3ds-max-corona-ile-fotogercekci-mimari-gorsellestirmeegitimi-online-1614/","1","3ds Max + Corona ile Fotogerçekçi Mimari Görselleştirme Eğitimi Online ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. 3ds Max + Corona ile Fotogerçekçi Mimari Görselleştirme Eğitimi Online, Mimarlık Eğitimleri kategorisinde.","241","1468","Indexable",""
"https://unityverseacademy.com/urun/microsoft-office-egitimi-10-saat-1639/","1","Microsoft  Office Eğitimi 10 SAAT ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Microsoft  Office Eğitimi 10 SAAT, Muhasebe ve Ofis Eğitimleri kategorisinde.","175","1053","Indexable",""
"https://unityverseacademy.com/urun/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-yuz-yuze-120-saat-1577/","1","Mimarlık & İç Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Yüz Yüze 120 Saat ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Mimarlık & İç Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Yüz Yüze 120 Saat, Mimarlık Eğitimleri kategorisinde.","265","1604","Indexable",""
"https://unityverseacademy.com/urun/ic-mimarlik-ve-dekorasyon-egitimi-1132/","1","İç Mimarlık ve Dekorasyon Eğitimi, yaşam alanlarını estetik ve fonksiyonel bir şekilde tasarlamak isteyen herkes için kapsamlı bir eğitim programıdır. Bu eğitim, katılımcılara iç mekanların tasarımında kullanılan temel ilkelerden, re","233","1384","Indexable",""
"https://unityverseacademy.com/urun/2b-oyun-karakter-tasarimi-ve-animasyon-ozel-ders-1250/","1","2B Oyun Karakter Tasarımı ve Animasyon Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. 2B Oyun Karakter Tasarımı ve Animasyon Özel Ders, Animasyon Eğitimleri kategorisinde.","198","1247","Indexable",""
"https://unityverseacademy.com/urun/excel-kursu-temelden-ileri-seviyeye-10-saat-1662/","1","Excel Kursu Temelden İleri Seviyeye 10 saat ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Excel Kursu Temelden İleri Seviyeye 10 saat, Muhasebe ve Ofis Eğitimleri kategorisinde.","195","1183","Indexable",""
"https://unityverseacademy.com/urun/rhino-egitimi-40-saat-online-1507/","1","Rhino Eğitimi 40 Saat Online ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Rhino Eğitimi 40 Saat Online, Mimarlık Eğitimleri kategorisinde.","157","942","Indexable",""
"https://unityverseacademy.com/urun/autocad-elektrik-tesisat-projeleri-egitimi-yapi-denetim-odakli-1637/","1","AutoCAD Elektrik Tesisat Projeleri Eğitimi  (Yapı Denetim Odaklı) ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. AutoCAD Elektrik Tesisat Projeleri Eğitimi  (Yapı Denetim Odaklı), Özel Dersler kategorisinde.","224","1328","Indexable",""
"https://unityverseacademy.com/urun/gelismis-autocad-elektrik-projeciligi-egitimi-yapi-denetim-odakli-uygulamali-1635/","1","Gelişmiş AutoCAD Elektrik Projeciliği  Eğitimi (Yapı Denetim Odaklı – Uygulamalı) ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Gelişmiş AutoCAD Elektrik Projeciliği  Eğitimi (Yapı Denetim Odaklı – Uygulamalı), Özel Dersler kategorisinde.","256","1528","Indexable",""
"https://unityverseacademy.com/urun/yonetmenlik-ve-sinematografiye-giris-yuz-yuze-egitimi-620/","1","Yönetmenlik ve Sinematografiye Giriş Yüz Yüze Eğitimi, katılımcılara film yönetmenliği ve sinematografi dünyasında temel bilgiler kazandırmayı hedefleyen kapsamlı bir eğitim programıdır. Bu eğitimde, film yapım sürecinin her aşaması","232","1425","Indexable",""
"https://unityverseacademy.com/urun/film-ve-animasyon-icin-storyboard-canli-online-egitimi-551/","1","Film ve Animasyon için Storyboard Canlı (Online) Eğitimi, film, animasyon ve video prodüksiyon süreçlerinde güçlü bir görsel anlatım oluşturmak isteyenler için kapsamlı bir eğitim sunmaktadır. Bu eğitimde, storyboard çizimlerinin rolü,","235","1424","Indexable",""
"https://unityverseacademy.com/urun/autocad-egitimi-1519/","1","AutoCAD Eğitimi, mühendislik, mimarlık, iç mimarlık ve diğer tasarım disiplinlerinde kullanılan en popüler 2D ve 3D CAD yazılımı olan AutoCAD’i profesyonel seviyede öğrenmek isteyenler için kapsamlı bir eğitim programıdır. AutoCAD, te","234","1424","Indexable",""
"https://unityverseacademy.com/urun/microsoft-office-egitimi-1123/","1","Microsoft Office Eğitimi, Word Eğitimi, Excel Eğitimi, PowerPoint Eğitimi, Outlook Eğitimi, Microsoft Office Kursu, Ofis Yazılımları, Veri Analizi, Sunum Hazırlama, E-posta Yönetimi, Microsoft Office İleri Düzey, Excel Formülleri, Microsoft O","242","1435","Indexable",""
"https://unityverseacademy.com/urun/lumion-egitimi-1130/","1","Lumion Eğitimi, mimarların, iç mimarların ve 3D tasarımcılarının projelerini etkili bir şekilde görselleştirmeleri için ihtiyacı olan güçlü bir eğitim programıdır. Lumion, 3D modelleme yazılımları ile uyumlu çalışan, hızlı ve ge","228","1316","Indexable",""
"https://unityverseacademy.com/urun/film-ve-animasyon-icin-storyboard-yuz-yuze-egitimi-ozel-ders-1287/","1","Film ve animasyon projeleri için storyboard hazırlama becerisi kazandıran bu eğitim, katılımcılara görsel hikaye anlatımını öğretir. Eğitimde, karakter ve sahne tasarımı, kamera açıları, hareket analizleri ve anlatım akışı gibi teme","232","1376","Indexable",""
"https://unityverseacademy.com/urun/it-danismanlik-hizmeti-ozel-ders-1435/","1","IT Danışmanlık Hizmeti Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. IT Danışmanlık Hizmeti Özel Ders, Özel Dersler kategorisinde.","158","958","Indexable",""
"https://unityverseacademy.com/urun/sosyal-medya-ve-google-reklamciligi-yuz-yuze-egitimi-1558/","1","Sosyal medya ve Google reklamcılığı üzerine canlı online eğitimimizle, dijital pazarlama dünyasında kendinizi geliştirip, profesyonel seviyeye ulaşabilirsiniz. Facebook, Instagram, YouTube, Google Ads gibi platformlarda etkili reklam kampanyala","244","1483","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-canli-online-ozel-ders-24-saat-1297/","1","ZBrush ile Organik Modelleme Canlı (Online) Özel Ders 24 SAAT ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. ZBrush ile Organik Modelleme Canlı (Online) Özel Ders 24 SAAT, 3D Modelleme Eğitimleri kategorisinde.","227","1400","Indexable",""
"https://unityverseacademy.com/urun/3ds-max-corona-ile-fotogercekci-mimari-gorsellestirmeegitimi-yuz-yuze-1615/","1","3ds Max + Corona ile Fotogerçekçi Mimari Görselleştirme Eğitimi Yüz Yüze ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. 3ds Max + Corona ile Fotogerçekçi Mimari Görselleştirme Eğitimi Yüz Yüze, Mimarlık Eğitimleri kategorisinde.","245","1502","Indexable",""
"https://unityverseacademy.com/urun/veri-yapilari-egitimi-ozel-ders-1433/","1","Veri Yapıları Eğitimi Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Veri Yapıları Eğitimi Özel Ders, Özel Dersler kategorisinde.","156","912","Indexable",""
"https://unityverseacademy.com/urun/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-yuz-yuze-100-saat-1592/","1","Mimarlık & İç Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Yüz Yüze 100 Saat ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Mimarlık & İç Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Yüz Yüze 100 Saat, Mimarlık Eğitimleri kategorisinde.","265","1604","Indexable",""
"https://unityverseacademy.com/urun/kurumsal-iletisim-egitimi-ozel-ders-1436/","1","Kurumsal İletişim Eğitimi Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Kurumsal İletişim Eğitimi Özel Ders, Özel Dersler kategorisinde.","164","980","Indexable",""
"https://unityverseacademy.com/urun/film-ve-animasyon-icin-storyboard-yuz-yuze-egitimi-599/","1","Film ve animasyon projeleri için storyboard hazırlama becerisi kazandıran bu eğitim, katılımcılara görsel hikaye anlatımını öğretir. Eğitimde, karakter ve sahne tasarımı, kamera açıları, hareket analizleri ve anlatım akışı gibi teme","232","1376","Indexable",""
"https://unityverseacademy.com/urun/dijital-pazarlama-pazar-yeri-ve-e-ticaret-yoneticiligi-egitimi-25-saat-ozel-ders-1298/","1","Dijital Pazarlama, Pazar Yeri ve E-Ticaret Yöneticiliği Eğitimi 25 Saat Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Dijital Pazarlama, Pazar Yeri ve E-Ticaret Yöneticiliği Eğitimi 25 Saat Özel Ders, Dijital Pazarlama Eğitimleri kategorisinde.","272","1596","Indexable",""
"https://unityverseacademy.com/urun/mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-online-120-saat-1578/","1","Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Online 120 Saat ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Online 120 Saat, Mimarlık Eğitimleri kategorisinde.","233","1406","Indexable",""
"https://unityverseacademy.com/urun/lineer-cebir-linear-algebra-egitimi-ozel-ders-1432/","1","Lineer Cebir (Linear Algebra) Eğitimi  Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Lineer Cebir (Linear Algebra) Eğitimi  Özel Ders, Özel Dersler kategorisinde.","190","1118","Indexable",""
"https://unityverseacademy.com/urun/profesyonel-mimari-render-ve-etkilesim-egitimi-online-24-saat-1613/","1","Profesyonel Mimari Render ve Etkileşim Eğitimi Online 24 Saat ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Profesyonel Mimari Render ve Etkileşim Eğitimi Online 24 Saat, Mimarlık Eğitimleri kategorisinde.","223","1354","Indexable",""
"https://unityverseacademy.com/urun/3ds-max-egitimi-10-saat-ozel-ders-1446/","1","3Ds Max Eğitimi, 3D modelleme, animasyon, görselleştirme ve render alma süreçlerinde profesyonel seviyeye ulaşmak isteyenler için kapsamlı bir eğitim programıdır. 3Ds Max, özellikle mimarlık, iç mimarlık, oyun tasarımı, film ve animasyon","237","1452","Indexable",""
"https://unityverseacademy.com/urun/2b-oyun-karakter-tasarimi-ve-animasyon-ozel-ders-20-saat-1251/","1","2B Oyun Karakter Tasarımı ve Animasyon Özel Ders 20 Saat ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. 2B Oyun Karakter Tasarımı ve Animasyon Özel Ders 20 Saat, Animasyon Eğitimleri kategorisinde.","214","1349","Indexable",""
"https://unityverseacademy.com/urun/insan-kaynaklari-egitimi-ozel-ders-1437/","1","İnsan Kaynakları Eğitimi Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. İnsan Kaynakları Eğitimi Özel Ders, Özel Dersler kategorisinde.","162","974","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-canli-online-egitimi-8-ay-1479/","1","Unity ile Oyun Geliştirme Canlı (Online) Eğitimi 8 ay ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Unity ile Oyun Geliştirme Canlı (Online) Eğitimi 8 ay, Oyun Geliştirme Eğitimleri kategorisinde.","214","1257","Indexable",""
"https://unityverseacademy.com/urun/proje-yonetimi-egitimi-1126/","1","Proje Yönetimi Eğitimi, her türlü projeyi başarılı bir şekilde yönetmek, planlamak ve kontrol etmek isteyen profesyoneller için kapsamlı bir eğitim programıdır. Bu eğitim, proje yönetiminin temel ilkelerinden, projelerin zamanında ve büt","237","1408","Indexable",""
"https://unityverseacademy.com/urun/excel-kursu-temelden-ileri-seviyeye-1122/","1","Microsoft Excel programını sıfırdan öğrenmek isteyenlerden, mevcut bilgilerini ileri düzeye taşımak isteyen profesyonellere kadar geniş bir kitleye hitap eden kapsamlı bir eğitim programıdır. Excel, veri yönetimi, analiz ve raporlama işlem","239","1429","Indexable",""
"https://unityverseacademy.com/urun/2b-cizgi-film-ve-animasyon-yuz-yuze-egitimi-614/","1","2B Çizgi Film ve Animasyon Yüz Yüze Eğitimi, katılımcılara geleneksel 2B animasyon tekniklerinden dijital 2B animasyon süreçlerine kadar kapsamlı bir eğitim sunar. Bu kurs, çizgi film dünyasına ilgi duyan ve animasyon tekniklerini öğrenmek","239","1464","Indexable",""
"https://unityverseacademy.com/urun/3ds-max-egitimi-30-saat-ozel-ders-1128/","1","3Ds Max Eğitimi, 3D modelleme, animasyon, görselleştirme ve render alma süreçlerinde profesyonel seviyeye ulaşmak isteyenler için kapsamlı bir eğitim programıdır. 3Ds Max, özellikle mimarlık, iç mimarlık, oyun tasarımı, film ve animasyon","237","1452","Indexable",""
"https://unityverseacademy.com/urun/ayrik-matematik-discrete-mathematics-egitimi-ozel-ders-1431/","1","Ayrık Matematik (Discrete Mathematics) Eğitimi Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Ayrık Matematik (Discrete Mathematics) Eğitimi Özel Ders, Özel Dersler kategorisinde.","206","1264","Indexable",""
"https://unityverseacademy.com/urun/autodesk-fusion-360-endustriyel-urun-tasarimi-uzmanligi-canli-online-ozel-ders-1368/","1","Autodesk Fusion 360 Endüstriyel Ürün Tasarımı Uzmanlığı Canlı (Online) Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Autodesk Fusion 360 Endüstriyel Ürün Tasarımı Uzmanlığı Canlı (Online) Özel Ders, Animasyon Eğitimleri kategorisinde.","262","1619","Indexable",""
"https://unityverseacademy.com/urun/bilgisayarli-muhasebe-egitimi-10-saat-1125/","1","Bilgisayarlı Muhasebe Eğitimi, muhasebe işlemlerini dijital ortamda hızlı, doğru ve verimli bir şekilde gerçekleştirmek isteyenler için kapsamlı bir eğitim programıdır. Günümüzde işletmelerin muhasebe süreçlerini yönetmek için bilgis","233","1396","Indexable",""
"https://unityverseacademy.com/urun/diferansiyel-denklemler-egitimi-ozel-ders-1434/","1","Diferansiyel Denklemler Eğitimi Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Diferansiyel Denklemler Eğitimi Özel Ders, Özel Dersler kategorisinde.","176","1052","Indexable",""
"https://unityverseacademy.com/urun/yonetmenlik-ve-sinematografiye-giris-canli-online-egitimi-585/","1","Yönetmenlik ve Sinematografiye Giriş Canlı (Online) Eğitimi, katılımcılara film yapım sürecinin temellerini, yönetmenlik ve sinematografi tekniklerini öğretir. Bu eğitimde, bir film ya da dizi projesinin yönetmeni olabilmek için gerekli ola","240","1405","Indexable",""
"https://unityverseacademy.com/urun/profesyonel-mimari-render-ve-etkilesim-egitimi-yuz-yuze-24-saat-1612/","1","Profesyonel Mimari Render ve Etkileşim Eğitimi Yüz Yüze 24 Saat ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Profesyonel Mimari Render ve Etkileşim Eğitimi Yüz Yüze 24 Saat, Mimarlık Eğitimleri kategorisinde.","227","1388","Indexable",""
"https://unityverseacademy.com/urun/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-yuz-yuze-1504/","1","Mimarlık & İç Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Yüz Yüze ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Mimarlık & İç Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Yüz Yüze, Mimarlık Eğitimleri kategorisinde.","247","1486","Indexable",""
"https://unityverseacademy.com/urun/sosyal-medya-ve-google-reklamciligi-canli-online-egitimi-1072/","1","Sosyal medya ve Google reklamcılığı üzerine canlı online eğitimimizle, dijital pazarlama dünyasında kendinizi geliştirip, profesyonel seviyeye ulaşabilirsiniz. Facebook, Instagram, YouTube, Google Ads gibi platformlarda etkili reklam kampanyala","244","1483","Indexable",""
