"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Hash","Length","Canonical Link Element 1","URL Encoded Address"
"https://unityverseacademy.com/urun/sketchupta-mimari-ve-ic-mekân-modelleme-egitimi-uygulamali-yuz-yuze-1620/","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","108","","https://unityverseacademy.com/urun/sketchupta-mimari-ve-ic-mek%C3%A2n-modelleme-egitimi-uygulamali-yuz-yuze-1620/"
"https://unityverseacademy.com/uploads/p/p/v-ray-ile-gercekci-ic-ve-dis-mekân-render-uretimi-egitimi-online-egitim_1.jpg?v=1766264260","image/jpeg","200","OK","Indexable","","","132","","https://unityverseacademy.com/uploads/p/p/v-ray-ile-gercekci-ic-ve-dis-mek%C3%A2n-render-uretimi-egitimi-online-egitim_1.jpg?v=1766264260"
"https://unityverseacademy.com/uploads/fm/projegeliştirmeai21.png","image/png","200","OK","Indexable","","","64","","https://unityverseacademy.com/uploads/fm/projegeli%C5%9Ftirmeai21.png"
"https://unityverseacademy.com/uploads/p/p/v-ray-ile-gercekci-ic-ve-dis-mekân-render-uretimi-yuz-yuze_1.jpg?v=1766264122","image/jpeg","200","OK","Indexable","","","119","","https://unityverseacademy.com/uploads/p/p/v-ray-ile-gercekci-ic-ve-dis-mek%C3%A2n-render-uretimi-yuz-yuze_1.jpg?v=1766264122"
"https://unityverseacademy.com/urun/v-ray-ile-gercekci-ic-ve-dis-mekân-render-uretimi-egitimi-online-egitim-1623/","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","112","","https://unityverseacademy.com/urun/v-ray-ile-gercekci-ic-ve-dis-mek%C3%A2n-render-uretimi-egitimi-online-egitim-1623/"
"https://unityverseacademy.com/uploads/fm/Ekran_görüntüsü_2023-03-21_102640.png","image/png","200","OK","Indexable","","","78","","https://unityverseacademy.com/uploads/fm/Ekran_g%C3%B6r%C3%BCnt%C3%BCs%C3%BC_2023-03-21_102640.png"
"https://unityverseacademy.com/uploads/fm/WhatsApp_Görsel_2025-09-23_saat_14_40_10_b4a342a21.jpg","image/jpeg","200","OK","Indexable","","","95","","https://unityverseacademy.com/uploads/fm/WhatsApp_G%C3%B6rsel_2025-09-23_saat_14_40_10_b4a342a21.jpg"
"https://unityverseacademy.com/uploads/fm/Ekran_görüntüsü_2023-03-21_182555.png","image/png","200","OK","Indexable","","","78","","https://unityverseacademy.com/uploads/fm/Ekran_g%C3%B6r%C3%BCnt%C3%BCs%C3%BC_2023-03-21_182555.png"
"https://unityverseacademy.com/uploads/p/p/sketchupta-mimari-ve-ic-mekân-modelleme-egitimi-uygulamali-yuz-yuze_1.jpg?v=1766155079","image/jpeg","200","OK","Indexable","","","128","","https://unityverseacademy.com/uploads/p/p/sketchupta-mimari-ve-ic-mek%C3%A2n-modelleme-egitimi-uygulamali-yuz-yuze_1.jpg?v=1766155079"
"https://unityverseacademy.com/urun/دورة-اللغة-التركية-a1-a1-turkce-kursu-1118/","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","78","","https://unityverseacademy.com/urun/%D8%AF%D9%88%D8%B1%D8%A9-%D8%A7%D9%84%D9%84%D8%BA%D8%A9-%D8%A7%D9%84%D8%AA%D8%B1%D9%83%D9%8A%D8%A9-a1-a1-turkce-kursu-1118/"
"https://unityverseacademy.com/uploads/fm/Ekran_görüntüsü_2023-03-21_104838.png","image/png","200","OK","Indexable","","","78","","https://unityverseacademy.com/uploads/fm/Ekran_g%C3%B6r%C3%BCnt%C3%BCs%C3%BC_2023-03-21_104838.png"
"https://unityverseacademy.com/uploads/fm/projegeliştirmeai232.png","image/png","200","OK","Indexable","","","65","","https://unityverseacademy.com/uploads/fm/projegeli%C5%9Ftirmeai232.png"
"https://unityverseacademy.com/uploads/fm/Microsoft®_Certified_Fundamentals1.png","image/png","200","OK","Indexable","","","79","","https://unityverseacademy.com/uploads/fm/Microsoft%C2%AE_Certified_Fundamentals1.png"
"https://unityverseacademy.com/uploads/fm/Doç__Dr__Ali_Çivril_pdf_11.jpg","image/jpeg","200","OK","Indexable","","","73","","https://unityverseacademy.com/uploads/fm/Doc%CC%A7__Dr__Ali_C%CC%A7ivril_pdf_11.jpg"
"https://unityverseacademy.com/uploads/fm/Kurucu_Eğitmen_Öğr__Gör__Nevin_Eryılmaz_pdf_22.jpg","image/jpeg","200","OK","Indexable","","","95","","https://unityverseacademy.com/uploads/fm/Kurucu_Eg%CC%86itmen_O%CC%88g%CC%86r__Go%CC%88r__Nevin_Ery%C4%B1lmaz_pdf_22.jpg"
"https://unityverseacademy.com/uploads/fm/dijital_oyun_geliştirme_(1)3.jpg","image/jpeg","200","OK","Indexable","","","73","","https://unityverseacademy.com/uploads/fm/dijital_oyun_geli%C5%9Ftirme_(1)3.jpg"
"https://unityverseacademy.com/urun/sketchupta-mimari-ve-ic-mekân-modelleme-egitimi-uygulamali-online-1619/","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","106","","https://unityverseacademy.com/urun/sketchupta-mimari-ve-ic-mek%C3%A2n-modelleme-egitimi-uygulamali-online-1619/"
"https://unityverseacademy.com/uploads/fm/OYUN_ÖRNEK_SERTİFİKA3.jpg","image/jpeg","200","OK","Indexable","","","69","","https://unityverseacademy.com/uploads/fm/OYUN_O%CC%88RNEK_SERTI%CC%87FI%CC%87KA3.jpg"
"https://unityverseacademy.com/uploads/fm/Feyyaz_Ağırman_pdf_11.jpg","image/jpeg","200","OK","Indexable","","","67","","https://unityverseacademy.com/uploads/fm/Feyyaz_Ag%CC%86%C4%B1rman_pdf_11.jpg"
"https://unityverseacademy.com/uploads/fm/endüstriyell_modelleme114.jpg","image/jpeg","200","OK","Indexable","","","70","","https://unityverseacademy.com/uploads/fm/end%C3%BCstriyell_modelleme114.jpg"
