"Address","Title 1","Occurrences","HTML hreflang 1","HTML hreflang 1 URL","HTTP hreflang 1","HTTP hreflang 1 URL","Sitemap hreflang 1","Sitemap hreflang 1 URL","Indexability","Indexability Status"
"https://unityverseacademy.com/kategori/3d-modelleme-ozel-ders-273/","3D Modelleme Özel Ders","0","","","","","","","Indexable",""
"https://unityverseacademy.com/tum-urunler/","Tüm Ürünler","0","","","","","","","Indexable",""
"https://unityverseacademy.com/kategori/endustriyel-urun-tasarim-egitimleri-253/","Endüstriyel Ürün Tasarım Eğitimleri","0","","","","","","","Indexable",""
"https://unityverseacademy.com/sayfa/kvkk-aydinlatma-metni/","Kişisel Verilerin Korunması Hakkında Aydınlatma Bildirimi","0","","","","","","","Non-Indexable","Canonicalised"
"https://unityverseacademy.com/kategori/ses-tasarim-egitimleri-251/","Ses Tasarımı Yüz Yüze Kursları","0","","","","","","","Indexable",""
"https://unityverseacademy.com/kategori/yazilim-egitimleri-ozel-ders-268/","Yazılım Eğitimleri Özel Ders","0","","","","","","","Indexable",""
"https://unityverseacademy.com/blog/","Blog","0","","","","","","","Indexable",""
"https://unityverseacademy.com/blog-detay/gorkem-tekinin-vakif-katilimdaki-backend-developer-yolculugu-96/","Görkem Tekin'in Vakıf Katılım'daki Backend Developer Yolculuğu","0","","","","","","","Indexable",""
"https://unityverseacademy.com/os/KURUMSAL-EGITIMLER-10/","Kurumsal Eğitimler","0","","","","","","","Non-Indexable","Canonicalised"
"https://unityverseacademy.com/kategori/grafik-tasarim-ozel-ders-269/","Grafik Tasarım Özel Ders","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-canli-online-egitimi-staj-garantili-564/","Grafik Tasarım Kursu Online | Staj Garantili","0","","","","","","","Indexable",""
"https://unityverseacademy.com/blog-detay/begum-kiroglunun-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-98/","Begüm Kıroğlu'nun Grafik Tasarım ve Video Kurgu Alanındaki Yolculuğu","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/c-programlama-canli-online-egitimi-10/","C# Programlama Kursu | Canlı Online Eğitim","0","","","","","","","Indexable",""
"https://unityverseacademy.com/kategori/dil-egitimleri-257/","Dil Eğitimleri","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/dijital-oyun-muzigi-teknikleri-canli-online-egitimi-650/","Dijital Oyun Müziği Teknikleri Canlı (Online) Eğitimi","0","","","","","","","Indexable",""
"https://unityverseacademy.com/blog-detay/suat-erizin-ayes-celikteki-yazilim-gelistirici-ve-kalite-kontrol-gorevi-97/","Suat Eriz'in AYES Çelik'teki Yazılım Geliştirici ve Kalite Kontrol Görevi","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-yuz-yuze-egitimi-staj-garantili-613/","Grafik Tasarım Kursu Yüz Yüze | Staj Garantili","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-yuz-yuze-egitimi-staj-garantili-598/","Unity Oyun Geliştirme Kursu Yüz Yüze | Staj Garantili","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/blender-3b-oyun-modelleme-canli-online-egitim-2/","Blender 3D Oyun Modelleme Kursu | Online Canlı","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/yazilim-uzmanligi-yuz-yuze-egitimi-staj-garantili-669/","Yazılım Uzmanlığı Yüz Yüze Kursu | Staj Garantili","0","","","","","","","Indexable",""
"https://unityverseacademy.com/kategori/grafik-tasarim-egitimleri-246/","Grafik - Tasarım Eğitimleri","0","","","","","","","Indexable",""
"https://unityverseacademy.com/blog-detay/enes-bugra-cengizin-full-stack-developer-yolculugu-93/","Enes Buğra Cengiz'in Full Stack Developer Yolculuğu","0","","","","","","","Indexable",""
"https://unityverseacademy.com/kategori/matematik-ozel-ders-267/","Matematik Özel Ders","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/yazilim-test-otomasyonu-egitimi-canli-online-egitimi-staj-garantili-7/","Test Otomasyon Kursu Online | Staj Garantili QA","0","","","","","","","Indexable",""
"https://unityverseacademy.com/sayfa/iletisim-5/","İLETİŞİM BİLGİLERİ","0","","","","","","","Non-Indexable","Canonicalised"
"https://unityverseacademy.com/kategori/oyun-gelistirme-ozel-ders-272/","Oyun Geliştirme Özel Ders","0","","","","","","","Indexable",""
"https://unityverseacademy.com/blog-detay/arda-bickinnin-yazilim-test-otomasyonu-egitimi-ve-testiniumdaki-staj-sureci-89/","Arda Biçkin’nin Yazılım Test Otomasyonu Eğitimi ve Testinium’daki Staj Süreci","0","","","","","","","Indexable",""
"https://unityverseacademy.com/blog-detay/osman-derebasinin-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-101/","Osman Derebaşı'nın Grafik Tasarım ve Video Kurgu Alanındaki Yolculuğu","0","","","","","","","Indexable",""
"https://unityverseacademy.com/kategori/senaryo-sinema-ve-yonetmenlik-egitimleri-252/","Senaryo, Sinema ve Yönetmenlik Eğitimleri","0","","","","","","","Indexable",""
"https://unityverseacademy.com/kategori/yazilim-egitimleri-245/","Yazılım  Eğitimleri","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/2026-python-bootcamp-sifirdan-python-canli-online-egitimi-8/","Python Bootcamp 2026 Online | Sıfırdan AI & Veri","0","","","","","","","Indexable",""
"https://unityverseacademy.com/kategori/3d-modelleme-egitimleri-247/","3B Modelleme Eğitimleri","0","","","","","","","Indexable",""
"https://unityverseacademy.com/kategori/staj-garantili-egitimler-266/","Staj Garantili Eğitimler, Yazılım Eğitimleri","0","","","","","","","Indexable",""
"https://unityverseacademy.com/sayfa/egitmenler-10/","Eğitmenlerimiz","0","","","","","","","Non-Indexable","Canonicalised"
"https://unityverseacademy.com/blog-detay/emre-gungorun-sps-senurdaki-robotic-system-developer-yolculugu-95/","Emre Güngör'ün SPS SENUR'daki Robotic System Developer Yolculuğu","0","","","","","","","Indexable",""
"https://unityverseacademy.com/blog-detay/can-kalyoncuoglu-hayallerden-gerceklere-128/","Can Kalyoncuoğlu: Hayallerden Gerçeklere","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/rhino-egitimi-24-saat-online-ozel-ders-1131/","Rhino Eğitimi","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-yuz-yuze-ozel-ders-1045/","Unity Oyun Geliştirme Özel Ders | Birebir Yüz Yüze","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/revit-egitimi-yuz-yuze-1581/","Revit Eğitimi","0","","","","","","","Indexable",""
"https://unityverseacademy.com/blog/10/","ÇALIŞMA HAYATINA ATILAN MEZUNLARIMIZIN BAŞARI HİKAYELERİ","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/autodesk-fusion-360-endustriyel-urun-tasarimi-uzmanligi-yuz-yuze-ozel-ders-20-saat-1591/","Autodesk Fusion 360 Endüstriyel Ürün Tasarımı Uzmanlığı Yüz Yüze Özel Ders 20 saat","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/adobe-photoshop-onlinecanli-egitim-779/","Adobe Photoshop Online Kurs | Grafik Tasarım","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-online-1549/","Mimarlık & İç Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Online","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/fen-bilimleri-egitimi-ozel-ders-1430/","Fen Bilimleri Eğitimi Özel Ders","0","","","","","","","Indexable",""
"https://unityverseacademy.com/os/kariyer-is-14/","KARIYER iŞ","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/3ds-max-corona-ile-fotogercekci-mimari-gorsellestirmeegitimi-online-1614/","3ds Max + Corona ile Fotogerçekçi Mimari Görselleştirme Eğitimi Online","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/microsoft-office-egitimi-10-saat-1639/","Microsoft  Office Eğitimi 10 SAAT","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/cocuk-ve-gencler-icin-unity-ile-oyun-gelistirme-yuz-yuze-egitimi-1042/","Çocuklar İçin Unity Oyun & Kodlama Kursu | Yüz Yüze","0","","","","","","","Non-Indexable","Canonicalised"
"https://unityverseacademy.com/urun/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-yuz-yuze-120-saat-1577/","Mimarlık & İç Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Yüz Yüze 120 Saat","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/yapay-zeka-destekli-unity-ile-oyun-gelistirme-egitimi-online-1682/","AI Destekli Unity Oyun Geliştirme | Online Kurs","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/ic-mimarlik-ve-dekorasyon-egitimi-1132/","İç Mimarlık ve Dekorasyon Eğitimi","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-oyun-gelistirme-150-saatlik-kapsamli-blueprintmufredati-online-1028/","UE5 Blueprint Oyun Geliştirme Kursu | 150 Saat Online","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/flutter-ile-mobil-uygulama-gelistirme-canli-online-egitimi-557/","Flutter Mobil Uygulama Kursu | Online Canlı","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-online-ozel-ders-1256/","Unity Oyun Geliştirme Online Özel Ders | Birebir","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/2b-oyun-karakter-tasarimi-ve-animasyon-ozel-ders-1250/","2B Oyun Karakter Tasarımı ve Animasyon Özel Ders","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/excel-kursu-temelden-ileri-seviyeye-10-saat-1662/","Excel Kursu Temelden İleri Seviyeye 10 saat","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/rhino-egitimi-40-saat-online-1507/","Rhino Eğitimi 40 Saat Online","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/almanca-egitimi-ozel-ders-1440/","Almanca Eğitimi Özel Ders","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/autocad-elektrik-tesisat-projeleri-egitimi-yapi-denetim-odakli-1637/","AutoCAD Elektrik Tesisat Projeleri Eğitimi  (Yapı Denetim Odaklı)","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/gelismis-autocad-elektrik-projeciligi-egitimi-yapi-denetim-odakli-uygulamali-1635/","Gelişmiş AutoCAD Elektrik Projeciliği  Eğitimi (Yapı Denetim Odaklı – Uygulamalı)","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-5-gorsellestirme-ve-animasyon-yuz-yuze-egitim-1032/","UE5 Görselleştirme & Animasyon Kursu | Yüz Yüze","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-vr-ozel-ders-yuz-yuze-egitim-1337/","UE5 VR Özel Ders | Yüz Yüze Birebir Eğitim","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-canli-online-egitimi-1484/","Grafik Tasarım Kursu & Video Efekt | Online Canlı","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/yonetmenlik-ve-sinematografiye-giris-yuz-yuze-egitimi-620/","Yönetmenlik ve Sinematografiye Giriş Yüz Yüze Eğitimi","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-kuyumculuk-ve-taki-tasarimi-egitimi-online-1536/","ZBrush 3D Takı & Kuyumculuk Kursu | Online","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-yuz-yuze-ozel-ders-1361/","Unity C# Oyun Geliştirme Özel Ders | Yüz Yüze","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/film-ve-animasyon-icin-storyboard-canli-online-egitimi-551/","Film ve Animasyon için Storyboard Canlı (Online) Eğitimi","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/autocad-egitimi-1519/","AutoCAD Eğitimi","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-yuz-yuze-egitimi-590/","ZBrush Organik Modelleme Kursu | Yüz Yüze","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/yapay-zeka-destekli-unity-ile-oyun-gelistirme-egitimi-yuz-yuze-1680/","AI Destekli Unity Oyun Geliştirme Kursu | Yüz Yüze","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/ispanyolca-egitimi-ozel-ders-1441/","İspanyolca Eğitimi Özel Ders","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/java-yazilim-egitimi-online-819/","Java Programlama Kursu | Online Eğitim 2026","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-canli-yuz-yuze-ozel-ders-1533/","ZBrush Organik Modelleme Özel Ders | Yüz Yüze","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-vr-ozel-ders-online-canli-egitim-1029/","Unreal Engine VR Özel Ders | Online Birebir Eğitim","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-ozel-ders-online-canli-egitim-1044/","UE5 Sanal Gerçeklik Özel Ders | Online Birebir","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/microsoft-office-egitimi-1123/","Microsoft Office Eğitimi","0","","","","","","","Indexable",""
"https://unityverseacademy.com/blog-detay/zbrush-kursu-egitimi-296/","Zbrush Kursu Eğitimi","0","","","","","","","Indexable",""
"https://unityverseacademy.com/blog-detay/semantik-teknoloji-depo-stok-takip-uygulamasi-tanitimi-251/","SEMANTİK TEKNOLOJİ — Depo Stok Takip Uygulaması Tanıtımı","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/flutter-ile-mobil-uygulama-gelistirme-yuz-yuze-egitimi-606/","Flutter Mobil Uygulama Kursu | Yüz Yüze Eğitim","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/lumion-egitimi-1130/","Lumion Eğitimi","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/adobe-photoshop-ve-adobe-illustrator-onlinecanli-egitim-1001/","Photoshop & Illustrator Grafik Tasarım | Online","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/cocuklar-icin-unity-ile-oyun-gelistirme-canli-online-egitimi-1380/","Çocuklar İçin Unity Oyun & Kodlama | Online Kurs","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/36-saat-kapsamli-zbrush-modelleme-egitimi-online-1540/","ZBrush Kapsamlı Sculpting Kursu 36 Saat | Online","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-oyun-gelistirme-150-saatlik-kapsamli-blueprintmufredati-yuz-yuze-egitim-1116/","UE5 Blueprint Oyun Kursu | 150 Saat Yüz Yüze","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/film-ve-animasyon-icin-storyboard-yuz-yuze-egitimi-ozel-ders-1287/","Storyboard Yüz Yüze Eğitimi","0","","","","","","","Indexable",""
"https://unityverseacademy.com/blog-detay/substance-painter-egitimi-286/","Substance Painter Eğitimi","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/fizik-egitimi-ozel-ders-1429/","Fizik Eğitimi  Özel Ders","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/java-yazilim-egitimi-yuz-yuze-821/","Java Programlama Kapsamlı Kursu | Yüz Yüze","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/desinatorluk-yuz-yuze-egitimi-612/","Desinatörlük & Desen Tasarım Kursu | Yüz Yüze","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-kuyumculuk-ve-taki-tasarimi-egitimi-yuz-yuze-1535/","ZBrush 3D Takı & Kuyumculuk Kursu | Yüz Yüze","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/ingilizce-egitimi-ozel-ders-1442/","İngilizce Eğitimi Özel Ders","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-metaverse-gelistirme-yuz-yuze-egitim-850/","UE5 Metaverse Geliştirme Kursu | Yüz Yüze Eğitim","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/desinatorluk-egitimi-ozel-ders-1412/","Desinatörlük Özel Ders | Birebir Desen Tasarım","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/it-danismanlik-hizmeti-ozel-ders-1435/","IT Danışmanlık Hizmeti Özel Ders","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/sosyal-medya-ve-google-reklamciligi-yuz-yuze-egitimi-1558/","Sosyal Medya ve Google Reklamcılığı Canlı (Online) Eğitimi – Dijital Pazarlama Stratejileri","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-canli-online-ozel-ders-24-saat-1297/","ZBrush ile Organik Modelleme Canlı (Online) Özel Ders 24 SAAT","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/3ds-max-corona-ile-fotogercekci-mimari-gorsellestirmeegitimi-yuz-yuze-1615/","3ds Max + Corona ile Fotogerçekçi Mimari Görselleştirme Eğitimi Yüz Yüze","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-metaverse-gelistirme-online-canli-egitim-851/","UE5 Metaverse Kursu Online | Sanal Dünya Geliştirme","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/veri-yapilari-egitimi-ozel-ders-1433/","Veri Yapıları Eğitimi Özel Ders","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-canli-online-ozel-ders-1052/","ZBrush Organik Modelleme Özel Ders | Online","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-yuz-yuze-100-saat-1592/","Mimarlık & İç Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Yüz Yüze 100 Saat","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-online-egitimi-1528/","ZBrush Organik Modelleme Kursu | Online Canlı","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/adobe-illustrator-onlinecanli-ozel-ders-835/","Illustrator Online Özel Ders | Grafik Tasarım","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-online-canli-egitim-653/","Unreal Engine 5 VR Online Kursu | Sanal Gerçeklik","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/kurumsal-iletisim-egitimi-ozel-ders-1436/","Kurumsal İletişim Eğitimi Özel Ders","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/adobe-photoshop-ve-adobe-illustrator-yuz-yuze-egitimi-1002/","Photoshop & Illustrator Grafik Tasarım Kursu | YY","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/film-ve-animasyon-icin-storyboard-yuz-yuze-egitimi-599/","Storyboard Yüz Yüze Eğitimi","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/adobe-photoshop-yuz-yuze-egitim-783/","Adobe Photoshop Kursu | Yüz Yüze Grafik Tasarım","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/turkce-egitimi-ozel-ders-1438/","Türkçe Eğitimi Özel Ders","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/dijital-pazarlama-pazar-yeri-ve-e-ticaret-yoneticiligi-egitimi-25-saat-ozel-ders-1298/","Dijital Pazarlama, Pazar Yeri ve E-Ticaret Yöneticiliği Eğitimi 25 Saat Özel Ders","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-online-120-saat-1578/","Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Online 120 Saat","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/lineer-cebir-linear-algebra-egitimi-ozel-ders-1432/","Lineer Cebir (Linear Algebra) Eğitimi  Özel Ders","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/profesyonel-mimari-render-ve-etkilesim-egitimi-online-24-saat-1613/","Profesyonel Mimari Render ve Etkileşim Eğitimi Online 24 Saat","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/3ds-max-egitimi-10-saat-ozel-ders-1446/","3Ds Max Eğitimi","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/2b-oyun-karakter-tasarimi-ve-animasyon-ozel-ders-20-saat-1251/","2B Oyun Karakter Tasarımı ve Animasyon Özel Ders 20 Saat","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/cocuklar-icin-minecraft-ile-kodlama-egitimi-1689/","Minecraft ile Kodlama Kursu | Çocuklar İçin (8-14 Yaş)","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/insan-kaynaklari-egitimi-ozel-ders-1437/","İnsan Kaynakları Eğitimi Özel Ders","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-canli-online-egitimi-8-ay-1479/","Unity ile Oyun Geliştirme Canlı (Online) Eğitimi 8 ay","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/proje-yonetimi-egitimi-1126/","Proje Yönetimi Eğitimi","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/yonetmenlik-ve-sinematografiye-giris-yuz-yuze-ozel-ders-1056/","Yönetmenlik ve Sinematografiye Giriş Yüz Yüze Özel Ders – Sinema Sanatının Temelleri","0","","","","","","","Indexable",""
"https://unityverseacademy.com/blog-detay/3b-modelleme-egitimleri-zbrush-ileri-seviye-284/","3B Modelleme Eğitimleri, ZBrush İleri Seviye","0","","","","","","","Indexable",""
"https://unityverseacademy.com/blog-detay/blender-egitimi-3d-modelleme-animasyon-ve-render-rehberi-280/","Blender Eğitimi - 3D Modelleme, Animasyon ve Render Rehberi","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/excel-kursu-temelden-ileri-seviyeye-1122/","Excel Kursu Temelden İleri Seviyeye","0","","","","","","","Indexable",""
"https://unityverseacademy.com/blog-detay/3dsmax-kursu-294/","3DSMax Kursu","0","","","","","","","Indexable",""
"https://unityverseacademy.com/urun/2b-cizgi-film-ve-animasyon-yuz-yuze-egitimi-614/","2B Çizgi Film ve Animasyon Yüz Yüze Eğitimi: Temelden İleri Düzeye Profesyonel Animasyon Becerileri Kazanın","0","","","","","","","Indexable",""
