"Address","Occurrences","Indexability","Indexability Status","Canonical Link Element 1","HTTP Canonical","Meta Robots 1","X-Robots-Tag 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1"
"https://unityverseacademy.com/blog-detay/berkay-kurt-multiplayer-oyun-gelistiriciliginde-bir-yildiz-130/","1","Indexable","","https://unityverseacademy.com/blog-detay/berkay-kurt-multiplayer-oyun-gelistiriciliginde-bir-yildiz-130/","","","","","","",""
"https://unityverseacademy.com/blog-detay/fatih-yilmazin-yazilim-yolculugu-ve-lufthansadaki-basarisi-91/","1","Indexable","","https://unityverseacademy.com/blog-detay/fatih-yilmazin-yazilim-yolculugu-ve-lufthansadaki-basarisi-91/","","","","","","",""
"https://unityverseacademy.com/kategori/3d-modelleme-ozel-ders-273/","1","Indexable","","https://unityverseacademy.com/kategori/3d-modelleme-ozel-ders-273/","","","","","","",""
"https://unityverseacademy.com/tum-urunler/","1","Indexable","","https://unityverseacademy.com/tum-urunler/","","","","","","",""
"https://unityverseacademy.com/kategori/endustriyel-urun-tasarim-egitimleri-253/","1","Indexable","","https://unityverseacademy.com/kategori/endustriyel-urun-tasarim-egitimleri-253/","","","","","","",""
"https://unityverseacademy.com/sayfa/kvkk-aydinlatma-metni/","1","Non-Indexable","Canonicalised","https://unityverseacademy.com/sayfa/kisisel-verilerin-korunmasi-hakkinda-aydinlatma-bildirimi-29/","","","","","","",""
"https://unityverseacademy.com/kategori/ses-tasarim-egitimleri-251/","1","Indexable","","https://unityverseacademy.com/kategori/ses-tasarim-egitimleri-251/","","","","","","",""
"https://unityverseacademy.com/kategori/yazilim-egitimleri-ozel-ders-268/","1","Indexable","","https://unityverseacademy.com/kategori/yazilim-egitimleri-ozel-ders-268/","","","","","","",""
"https://unityverseacademy.com/blog/","1","Indexable","","https://unityverseacademy.com/blog/","","","","","","",""
"https://unityverseacademy.com/blog-detay/gorkem-tekinin-vakif-katilimdaki-backend-developer-yolculugu-96/","1","Indexable","","https://unityverseacademy.com/blog-detay/gorkem-tekinin-vakif-katilimdaki-backend-developer-yolculugu-96/","","","","","","",""
"https://unityverseacademy.com/os/KURUMSAL-EGITIMLER-10/","1","Non-Indexable","Canonicalised","https://unityverseacademy.com/os/kurumsal-egitimler-10/","","","","","","",""
"https://unityverseacademy.com/kategori/grafik-tasarim-ozel-ders-269/","1","Indexable","","https://unityverseacademy.com/kategori/grafik-tasarim-ozel-ders-269/","","","","","","",""
"https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-canli-online-egitimi-staj-garantili-564/","1","Indexable","","https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-canli-online-egitimi-staj-garantili-564/","","","","","","",""
"https://unityverseacademy.com/blog-detay/begum-kiroglunun-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-98/","1","Indexable","","https://unityverseacademy.com/blog-detay/begum-kiroglunun-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-98/","","","","","","",""
"https://unityverseacademy.com/urun/c-programlama-canli-online-egitimi-10/","1","Indexable","","https://unityverseacademy.com/urun/c-programlama-canli-online-egitimi-10/","","","","","","",""
"https://unityverseacademy.com/kategori/dil-egitimleri-257/","1","Indexable","","https://unityverseacademy.com/kategori/dil-egitimleri-257/","","","","","","",""
"https://unityverseacademy.com/urun/dijital-oyun-muzigi-teknikleri-canli-online-egitimi-650/","1","Indexable","","https://unityverseacademy.com/urun/dijital-oyun-muzigi-teknikleri-canli-online-egitimi-650/","","","","","","",""
"https://unityverseacademy.com/blog-detay/suat-erizin-ayes-celikteki-yazilim-gelistirici-ve-kalite-kontrol-gorevi-97/","1","Indexable","","https://unityverseacademy.com/blog-detay/suat-erizin-ayes-celikteki-yazilim-gelistirici-ve-kalite-kontrol-gorevi-97/","","","","","","",""
"https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-yuz-yuze-egitimi-staj-garantili-613/","1","Indexable","","https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-yuz-yuze-egitimi-staj-garantili-613/","","","","","","",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-yuz-yuze-egitimi-staj-garantili-598/","1","Indexable","","https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-yuz-yuze-egitimi-staj-garantili-598/","","","","","","",""
"https://unityverseacademy.com/urun/blender-3b-oyun-modelleme-canli-online-egitim-2/","1","Indexable","","https://unityverseacademy.com/urun/blender-3b-oyun-modelleme-canli-online-egitim-2/","","","","","","",""
"https://unityverseacademy.com/urun/yazilim-uzmanligi-yuz-yuze-egitimi-staj-garantili-669/","1","Indexable","","https://unityverseacademy.com/urun/yazilim-uzmanligi-yuz-yuze-egitimi-staj-garantili-669/","","","","","","",""
"https://unityverseacademy.com/kategori/grafik-tasarim-egitimleri-246/","1","Indexable","","https://unityverseacademy.com/kategori/grafik-tasarim-egitimleri-246/","","","","","","",""
"https://unityverseacademy.com/blog-detay/enes-bugra-cengizin-full-stack-developer-yolculugu-93/","1","Indexable","","https://unityverseacademy.com/blog-detay/enes-bugra-cengizin-full-stack-developer-yolculugu-93/","","","","","","",""
"https://unityverseacademy.com/kategori/matematik-ozel-ders-267/","1","Indexable","","https://unityverseacademy.com/kategori/matematik-ozel-ders-267/","","","","","","",""
"https://unityverseacademy.com/urun/yazilim-test-otomasyonu-egitimi-canli-online-egitimi-staj-garantili-7/","1","Indexable","","https://unityverseacademy.com/urun/yazilim-test-otomasyonu-egitimi-canli-online-egitimi-staj-garantili-7/","","","","","","",""
"https://unityverseacademy.com/sayfa/iletisim-5/","1","Non-Indexable","Canonicalised","https://unityverseacademy.com/sayfa/iletisim-bilgileri-5/","","","","","","",""
"https://unityverseacademy.com/kategori/oyun-gelistirme-ozel-ders-272/","1","Indexable","","https://unityverseacademy.com/kategori/oyun-gelistirme-ozel-ders-272/","","","","","","",""
"https://unityverseacademy.com/blog-detay/arda-bickinnin-yazilim-test-otomasyonu-egitimi-ve-testiniumdaki-staj-sureci-89/","1","Indexable","","https://unityverseacademy.com/blog-detay/arda-bickinnin-yazilim-test-otomasyonu-egitimi-ve-testiniumdaki-staj-sureci-89/","","","","","","",""
"https://unityverseacademy.com/blog-detay/osman-derebasinin-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-101/","1","Indexable","","https://unityverseacademy.com/blog-detay/osman-derebasinin-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-101/","","","","","","",""
"https://unityverseacademy.com/kategori/senaryo-sinema-ve-yonetmenlik-egitimleri-252/","1","Indexable","","https://unityverseacademy.com/kategori/senaryo-sinema-ve-yonetmenlik-egitimleri-252/","","","","","","",""
"https://unityverseacademy.com/kategori/yazilim-egitimleri-245/","1","Indexable","","https://unityverseacademy.com/kategori/yazilim-egitimleri-245/","","","","","","",""
"https://unityverseacademy.com/urun/2026-python-bootcamp-sifirdan-python-canli-online-egitimi-8/","1","Indexable","","https://unityverseacademy.com/urun/2026-python-bootcamp-sifirdan-python-canli-online-egitimi-8/","","","","","","",""
"https://unityverseacademy.com/kategori/3d-modelleme-egitimleri-247/","1","Indexable","","https://unityverseacademy.com/kategori/3d-modelleme-egitimleri-247/","","","","","","",""
"https://unityverseacademy.com/kategori/staj-garantili-egitimler-266/","1","Indexable","","https://unityverseacademy.com/kategori/staj-garantili-egitimler-266/","","","","","","",""
"https://unityverseacademy.com/sayfa/egitmenler-10/","1","Non-Indexable","Canonicalised","https://unityverseacademy.com/sayfa/egitmenlerimiz-10/","","","","","","",""
"https://unityverseacademy.com/blog-detay/emre-gungorun-sps-senurdaki-robotic-system-developer-yolculugu-95/","1","Indexable","","https://unityverseacademy.com/blog-detay/emre-gungorun-sps-senurdaki-robotic-system-developer-yolculugu-95/","","","","","","",""
"https://unityverseacademy.com/blog-detay/can-kalyoncuoglu-hayallerden-gerceklere-128/","1","Indexable","","https://unityverseacademy.com/blog-detay/can-kalyoncuoglu-hayallerden-gerceklere-128/","","","","","","",""
"https://unityverseacademy.com/urun/rhino-egitimi-24-saat-online-ozel-ders-1131/","1","Indexable","","https://unityverseacademy.com/urun/rhino-egitimi-24-saat-online-ozel-ders-1131/","","","","","","",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-yuz-yuze-ozel-ders-1045/","1","Indexable","","https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-yuz-yuze-ozel-ders-1045/","","","","","","",""
"https://unityverseacademy.com/urun/revit-egitimi-yuz-yuze-1581/","1","Indexable","","https://unityverseacademy.com/urun/revit-egitimi-yuz-yuze-1581/","","","","","","",""
"https://unityverseacademy.com/blog/10/","1","Indexable","","https://unityverseacademy.com/blog/10/","","","","","","",""
"https://unityverseacademy.com/urun/autodesk-fusion-360-endustriyel-urun-tasarimi-uzmanligi-yuz-yuze-ozel-ders-20-saat-1591/","1","Indexable","","https://unityverseacademy.com/urun/autodesk-fusion-360-endustriyel-urun-tasarimi-uzmanligi-yuz-yuze-ozel-ders-20-saat-1591/","","","","","","",""
"https://unityverseacademy.com/urun/adobe-photoshop-onlinecanli-egitim-779/","1","Indexable","","https://unityverseacademy.com/urun/adobe-photoshop-onlinecanli-egitim-779/","","","","","","",""
"https://unityverseacademy.com/urun/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-online-1549/","1","Indexable","","https://unityverseacademy.com/urun/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-online-1549/","","","","","","",""
"https://unityverseacademy.com/urun/fen-bilimleri-egitimi-ozel-ders-1430/","1","Indexable","","https://unityverseacademy.com/urun/fen-bilimleri-egitimi-ozel-ders-1430/","","","","","","",""
"https://unityverseacademy.com/os/kariyer-is-14/","1","Indexable","","https://unityverseacademy.com/os/kariyer-is-14/","","","","","","",""
"https://unityverseacademy.com/urun/3ds-max-corona-ile-fotogercekci-mimari-gorsellestirmeegitimi-online-1614/","1","Indexable","","https://unityverseacademy.com/urun/3ds-max-corona-ile-fotogercekci-mimari-gorsellestirmeegitimi-online-1614/","","","","","","",""
"https://unityverseacademy.com/urun/microsoft-office-egitimi-10-saat-1639/","1","Indexable","","https://unityverseacademy.com/urun/microsoft-office-egitimi-10-saat-1639/","","","","","","",""
"https://unityverseacademy.com/urun/cocuk-ve-gencler-icin-unity-ile-oyun-gelistirme-yuz-yuze-egitimi-1042/","1","Non-Indexable","Canonicalised","https://unityverseacademy.com/urun/cocuklar-icin-unity-ile-oyun-gelistirme-yuz-yuze-egitimi-1042/","","","","","","",""
"https://unityverseacademy.com/urun/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-yuz-yuze-120-saat-1577/","1","Indexable","","https://unityverseacademy.com/urun/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-yuz-yuze-120-saat-1577/","","","","","","",""
"https://unityverseacademy.com/urun/yapay-zeka-destekli-unity-ile-oyun-gelistirme-egitimi-online-1682/","1","Indexable","","https://unityverseacademy.com/urun/yapay-zeka-destekli-unity-ile-oyun-gelistirme-egitimi-online-1682/","","","","","","",""
"https://unityverseacademy.com/urun/ic-mimarlik-ve-dekorasyon-egitimi-1132/","1","Indexable","","https://unityverseacademy.com/urun/ic-mimarlik-ve-dekorasyon-egitimi-1132/","","","","","","",""
"https://unityverseacademy.com/urun/unreal-engine-ile-oyun-gelistirme-150-saatlik-kapsamli-blueprintmufredati-online-1028/","1","Indexable","","https://unityverseacademy.com/urun/unreal-engine-ile-oyun-gelistirme-150-saatlik-kapsamli-blueprintmufredati-online-1028/","","","","","","",""
"https://unityverseacademy.com/urun/flutter-ile-mobil-uygulama-gelistirme-canli-online-egitimi-557/","1","Indexable","","https://unityverseacademy.com/urun/flutter-ile-mobil-uygulama-gelistirme-canli-online-egitimi-557/","","","","","","",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-online-ozel-ders-1256/","1","Indexable","","https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-online-ozel-ders-1256/","","","","","","",""
"https://unityverseacademy.com/urun/2b-oyun-karakter-tasarimi-ve-animasyon-ozel-ders-1250/","1","Indexable","","https://unityverseacademy.com/urun/2b-oyun-karakter-tasarimi-ve-animasyon-ozel-ders-1250/","","","","","","",""
"https://unityverseacademy.com/urun/excel-kursu-temelden-ileri-seviyeye-10-saat-1662/","1","Indexable","","https://unityverseacademy.com/urun/excel-kursu-temelden-ileri-seviyeye-10-saat-1662/","","","","","","",""
"https://unityverseacademy.com/urun/rhino-egitimi-40-saat-online-1507/","1","Indexable","","https://unityverseacademy.com/urun/rhino-egitimi-40-saat-online-1507/","","","","","","",""
"https://unityverseacademy.com/urun/almanca-egitimi-ozel-ders-1440/","1","Indexable","","https://unityverseacademy.com/urun/almanca-egitimi-ozel-ders-1440/","","","","","","",""
"https://unityverseacademy.com/urun/autocad-elektrik-tesisat-projeleri-egitimi-yapi-denetim-odakli-1637/","1","Indexable","","https://unityverseacademy.com/urun/autocad-elektrik-tesisat-projeleri-egitimi-yapi-denetim-odakli-1637/","","","","","","",""
"https://unityverseacademy.com/urun/gelismis-autocad-elektrik-projeciligi-egitimi-yapi-denetim-odakli-uygulamali-1635/","1","Indexable","","https://unityverseacademy.com/urun/gelismis-autocad-elektrik-projeciligi-egitimi-yapi-denetim-odakli-uygulamali-1635/","","","","","","",""
"https://unityverseacademy.com/urun/unreal-engine-5-gorsellestirme-ve-animasyon-yuz-yuze-egitim-1032/","1","Indexable","","https://unityverseacademy.com/urun/unreal-engine-5-gorsellestirme-ve-animasyon-yuz-yuze-egitim-1032/","","","","","","",""
"https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-vr-ozel-ders-yuz-yuze-egitim-1337/","1","Indexable","","https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-vr-ozel-ders-yuz-yuze-egitim-1337/","","","","","","",""
"https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-canli-online-egitimi-1484/","1","Indexable","","https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-canli-online-egitimi-1484/","","","","","","",""
"https://unityverseacademy.com/urun/yonetmenlik-ve-sinematografiye-giris-yuz-yuze-egitimi-620/","1","Indexable","","https://unityverseacademy.com/urun/yonetmenlik-ve-sinematografiye-giris-yuz-yuze-egitimi-620/","","","","","","",""
"https://unityverseacademy.com/urun/zbrush-ile-kuyumculuk-ve-taki-tasarimi-egitimi-online-1536/","1","Indexable","","https://unityverseacademy.com/urun/zbrush-ile-kuyumculuk-ve-taki-tasarimi-egitimi-online-1536/","","","","","","",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-yuz-yuze-ozel-ders-1361/","1","Indexable","","https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-yuz-yuze-ozel-ders-1361/","","","","","","",""
"https://unityverseacademy.com/urun/film-ve-animasyon-icin-storyboard-canli-online-egitimi-551/","1","Indexable","","https://unityverseacademy.com/urun/film-ve-animasyon-icin-storyboard-canli-online-egitimi-551/","","","","","","",""
"https://unityverseacademy.com/urun/autocad-egitimi-1519/","1","Indexable","","https://unityverseacademy.com/urun/autocad-egitimi-1519/","","","","","","",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-yuz-yuze-egitimi-590/","1","Indexable","","https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-yuz-yuze-egitimi-590/","","","","","","",""
"https://unityverseacademy.com/urun/yapay-zeka-destekli-unity-ile-oyun-gelistirme-egitimi-yuz-yuze-1680/","1","Indexable","","https://unityverseacademy.com/urun/yapay-zeka-destekli-unity-ile-oyun-gelistirme-egitimi-yuz-yuze-1680/","","","","","","",""
"https://unityverseacademy.com/urun/ispanyolca-egitimi-ozel-ders-1441/","1","Indexable","","https://unityverseacademy.com/urun/ispanyolca-egitimi-ozel-ders-1441/","","","","","","",""
"https://unityverseacademy.com/urun/java-yazilim-egitimi-online-819/","1","Indexable","","https://unityverseacademy.com/urun/java-yazilim-egitimi-online-819/","","","","","","",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-canli-yuz-yuze-ozel-ders-1533/","1","Indexable","","https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-canli-yuz-yuze-ozel-ders-1533/","","","","","","",""
"https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-vr-ozel-ders-online-canli-egitim-1029/","1","Indexable","","https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-vr-ozel-ders-online-canli-egitim-1029/","","","","","","",""
"https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-ozel-ders-online-canli-egitim-1044/","1","Indexable","","https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-ozel-ders-online-canli-egitim-1044/","","","","","","",""
"https://unityverseacademy.com/urun/microsoft-office-egitimi-1123/","1","Indexable","","https://unityverseacademy.com/urun/microsoft-office-egitimi-1123/","","","","","","",""
"https://unityverseacademy.com/blog-detay/zbrush-kursu-egitimi-296/","1","Indexable","","https://unityverseacademy.com/blog-detay/zbrush-kursu-egitimi-296/","","","","","","",""
"https://unityverseacademy.com/blog-detay/semantik-teknoloji-depo-stok-takip-uygulamasi-tanitimi-251/","1","Indexable","","https://unityverseacademy.com/blog-detay/semantik-teknoloji-depo-stok-takip-uygulamasi-tanitimi-251/","","","","","","",""
"https://unityverseacademy.com/urun/flutter-ile-mobil-uygulama-gelistirme-yuz-yuze-egitimi-606/","1","Indexable","","https://unityverseacademy.com/urun/flutter-ile-mobil-uygulama-gelistirme-yuz-yuze-egitimi-606/","","","","","","",""
"https://unityverseacademy.com/urun/lumion-egitimi-1130/","1","Indexable","","https://unityverseacademy.com/urun/lumion-egitimi-1130/","","","","","","",""
"https://unityverseacademy.com/urun/adobe-photoshop-ve-adobe-illustrator-onlinecanli-egitim-1001/","1","Indexable","","https://unityverseacademy.com/urun/adobe-photoshop-ve-adobe-illustrator-onlinecanli-egitim-1001/","","","","","","",""
"https://unityverseacademy.com/urun/cocuklar-icin-unity-ile-oyun-gelistirme-canli-online-egitimi-1380/","1","Indexable","","https://unityverseacademy.com/urun/cocuklar-icin-unity-ile-oyun-gelistirme-canli-online-egitimi-1380/","","","","","","",""
"https://unityverseacademy.com/urun/36-saat-kapsamli-zbrush-modelleme-egitimi-online-1540/","1","Indexable","","https://unityverseacademy.com/urun/36-saat-kapsamli-zbrush-modelleme-egitimi-online-1540/","","","","","","",""
"https://unityverseacademy.com/uploads/fm/gokhan_sahinkaya_(1).pdf","0","Indexable","","","","","","","","",""
"https://unityverseacademy.com/urun/unreal-engine-ile-oyun-gelistirme-150-saatlik-kapsamli-blueprintmufredati-yuz-yuze-egitim-1116/","1","Indexable","","https://unityverseacademy.com/urun/unreal-engine-ile-oyun-gelistirme-150-saatlik-kapsamli-blueprintmufredati-yuz-yuze-egitim-1116/","","","","","","",""
"https://unityverseacademy.com/urun/film-ve-animasyon-icin-storyboard-yuz-yuze-egitimi-ozel-ders-1287/","1","Indexable","","https://unityverseacademy.com/urun/film-ve-animasyon-icin-storyboard-yuz-yuze-egitimi-ozel-ders-1287/","","","","","","",""
"https://unityverseacademy.com/blog-detay/substance-painter-egitimi-286/","1","Indexable","","https://unityverseacademy.com/blog-detay/substance-painter-egitimi-286/","","","","","","",""
"https://unityverseacademy.com/urun/fizik-egitimi-ozel-ders-1429/","1","Indexable","","https://unityverseacademy.com/urun/fizik-egitimi-ozel-ders-1429/","","","","","","",""
"https://unityverseacademy.com/urun/java-yazilim-egitimi-yuz-yuze-821/","1","Indexable","","https://unityverseacademy.com/urun/java-yazilim-egitimi-yuz-yuze-821/","","","","","","",""
"https://unityverseacademy.com/urun/desinatorluk-yuz-yuze-egitimi-612/","1","Indexable","","https://unityverseacademy.com/urun/desinatorluk-yuz-yuze-egitimi-612/","","","","","","",""
"https://unityverseacademy.com/urun/zbrush-ile-kuyumculuk-ve-taki-tasarimi-egitimi-yuz-yuze-1535/","1","Indexable","","https://unityverseacademy.com/urun/zbrush-ile-kuyumculuk-ve-taki-tasarimi-egitimi-yuz-yuze-1535/","","","","","","",""
"https://unityverseacademy.com/urun/ingilizce-egitimi-ozel-ders-1442/","1","Indexable","","https://unityverseacademy.com/urun/ingilizce-egitimi-ozel-ders-1442/","","","","","","",""
"https://unityverseacademy.com/urun/unreal-engine-ile-metaverse-gelistirme-yuz-yuze-egitim-850/","1","Indexable","","https://unityverseacademy.com/urun/unreal-engine-ile-metaverse-gelistirme-yuz-yuze-egitim-850/","","","","","","",""
"https://unityverseacademy.com/urun/desinatorluk-egitimi-ozel-ders-1412/","1","Indexable","","https://unityverseacademy.com/urun/desinatorluk-egitimi-ozel-ders-1412/","","","","","","",""
"https://unityverseacademy.com/urun/it-danismanlik-hizmeti-ozel-ders-1435/","1","Indexable","","https://unityverseacademy.com/urun/it-danismanlik-hizmeti-ozel-ders-1435/","","","","","","",""
"https://unityverseacademy.com/urun/sosyal-medya-ve-google-reklamciligi-yuz-yuze-egitimi-1558/","1","Indexable","","https://unityverseacademy.com/urun/sosyal-medya-ve-google-reklamciligi-yuz-yuze-egitimi-1558/","","","","","","",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-canli-online-ozel-ders-24-saat-1297/","1","Indexable","","https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-canli-online-ozel-ders-24-saat-1297/","","","","","","",""
"https://unityverseacademy.com/urun/3ds-max-corona-ile-fotogercekci-mimari-gorsellestirmeegitimi-yuz-yuze-1615/","1","Indexable","","https://unityverseacademy.com/urun/3ds-max-corona-ile-fotogercekci-mimari-gorsellestirmeegitimi-yuz-yuze-1615/","","","","","","",""
"https://unityverseacademy.com/urun/unreal-engine-ile-metaverse-gelistirme-online-canli-egitim-851/","1","Indexable","","https://unityverseacademy.com/urun/unreal-engine-ile-metaverse-gelistirme-online-canli-egitim-851/","","","","","","",""
"https://unityverseacademy.com/urun/veri-yapilari-egitimi-ozel-ders-1433/","1","Indexable","","https://unityverseacademy.com/urun/veri-yapilari-egitimi-ozel-ders-1433/","","","","","","",""
