"Address","Occurrences","H2-1","H2-1 Length","H2-2","H2-2 Length","Indexability","Indexability Status"
"https://unityverseacademy.com/urun/yazilim-uzmanligi-yuz-yuze-egitimi-staj-garantili-669/","11","Full Stack Yazılım Uzmanlığı Yüz Yüze Kursu – Staj Garantili Sınıf Eğitimi","74","Unityverse Academy'de Ne Öğreneceğim?","37","Indexable",""
"https://unityverseacademy.com/urun/yazilim-test-otomasyonu-egitimi-canli-online-egitimi-staj-garantili-7/","13","Yazılım Test Otomasyon Online Kursu – Staj Garantili QA & SDET Eğitimi","70","Ne Öğreneceğim","14","Indexable",""
"https://unityverseacademy.com/urun/2026-python-bootcamp-sifirdan-python-canli-online-egitimi-8/","13","Python Bootcamp 2026 – Sıfırdan İleri Seviye Online Kursu (AI & Veri Bilimi)","76","Ne Öğreneceğim?","15","Indexable",""
"https://unityverseacademy.com/blog-detay/can-kalyoncuoglu-hayallerden-gerceklere-128/","3","Can Kalyoncuoğlu: Hayallerden Gerçeklere","40","Unityverse Academy Farkı","24","Indexable",""
"https://unityverseacademy.com/urun/rhino-egitimi-24-saat-online-ozel-ders-1131/","3","Eğitimimizden kareler:","22","IMG_50372.jpg","13","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-yuz-yuze-ozel-ders-1045/","21","Unity Oyun Geliştirme Birebir Özel Ders – Kişiye Özel Yüz Yüze Eğitim","69","Ne Öğreneceğim?","15","Indexable",""
"https://unityverseacademy.com/urun/revit-egitimi-yuz-yuze-1581/","4","Eğitimimizden kareler:","22","IMG_50372.jpg","13","Indexable",""
"https://unityverseacademy.com/blog/10/","12","Berkay Kurt: Multiplayer Oyun Geliştiriciliğinde Bir Yıldız","59","Süleyman Özgönül: Oyun Geliştiricilikte Zirveye Giden Yol","57","Indexable",""
"https://unityverseacademy.com/urun/adobe-photoshop-onlinecanli-egitim-779/","25","Adobe Photoshop ile Grafik Tasarım Kursu – Online Canlı Dijital Tasarım Eğitimi","79","","0","Indexable",""
"https://unityverseacademy.com/urun/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-online-1549/","6","Mimarlık & İç Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Online","71","Ne Öğreneceğim?","15","Indexable",""
"https://unityverseacademy.com/urun/3ds-max-corona-ile-fotogercekci-mimari-gorsellestirmeegitimi-online-1614/","7","3ds Max + Corona ile Fotogerçekçi Mimari Görselleştirme Eğitimi","63","Ne Öğreneceğim?","15","Indexable",""
"https://unityverseacademy.com/urun/microsoft-office-egitimi-10-saat-1639/","4","Öğrencilerimizin İlham Verici Başarı Hikayelerini Keşfedin https://unityverseacademy.com/blog/10","96","Eğitimimizden kareler:","22","Indexable",""
"https://unityverseacademy.com/urun/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-yuz-yuze-120-saat-1577/","9","Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Online","57","Ne Öğreneceğim?","15","Indexable",""
"https://unityverseacademy.com/urun/yapay-zeka-destekli-unity-ile-oyun-gelistirme-egitimi-online-1682/","11","Yapay Zeka (AI) Destekli Unity ile Oyun Geliştirme Online Kursu","63","Eğitimin Amacı","14","Indexable",""
"https://unityverseacademy.com/urun/ic-mimarlik-ve-dekorasyon-egitimi-1132/","6","İç Mimarlık ve Dekorasyon Eğitimi","33","Ne Öğreneceğim?","15","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-oyun-gelistirme-150-saatlik-kapsamli-blueprintmufredati-online-1028/","9","Unreal Engine 5 Blueprint ile Kodsuz Oyun Geliştirme – 150 Saatlik Online Kurs","78","Ne Öğreneceğim?","15","Indexable",""
"https://unityverseacademy.com/urun/flutter-ile-mobil-uygulama-gelistirme-canli-online-egitimi-557/","10","Flutter & Dart ile Cross-Platform Mobil Uygulama Geliştirme Online Kursu","72","Ne Öğreneceğim?","15","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-online-ozel-ders-1256/","21","Unity Oyun Geliştirme Online Birebir Özel Ders – Canlı Eğitim","61","Ne Öğreneceğim?","15","Indexable",""
"https://unityverseacademy.com/urun/rhino-egitimi-40-saat-online-1507/","3","Eğitimimizden kareler:","22","IMG_50372.jpg","13","Indexable",""
"https://unityverseacademy.com/urun/autocad-elektrik-tesisat-projeleri-egitimi-yapi-denetim-odakli-1637/","8","","0","AutoCAD Elektrik Tesisat Projeleri Eğitimi (Yapı Denetim Odaklı)","64","Indexable",""
"https://unityverseacademy.com/urun/gelismis-autocad-elektrik-projeciligi-egitimi-yapi-denetim-odakli-uygulamali-1635/","6","Ne Öğreneceğim?","15","Neden Unityverse Akademi?","25","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-5-gorsellestirme-ve-animasyon-yuz-yuze-egitim-1032/","7","Unreal Engine 5 ile Mimari Görselleştirme ve Sinematik Animasyon Kursu","70","Eğitmen: Burak Kaya","19","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-vr-ozel-ders-yuz-yuze-egitim-1337/","8","Unreal Engine 5 VR Geliştirme Birebir Yüz Yüze Özel Ders","56","Eğitmen: Burak Kaya","19","Indexable",""
"https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-canli-online-egitimi-1484/","29","Grafik Tasarım Kursu & Video Efekt Uzmanlığı – Canlı Online Eğitim","66","","0","Indexable",""
"https://unityverseacademy.com/urun/yonetmenlik-ve-sinematografiye-giris-yuz-yuze-egitimi-620/","5","","0","","0","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-kuyumculuk-ve-taki-tasarimi-egitimi-online-1536/","7","ZBrush ile 3D Kuyumculuk ve Takı Tasarımı Kursu – Dijital Mücevher Modelleme ve 3D Baskı Hazırlık (Online)","106","Goz Games Kurucu ortağıdır, sektörde 20 yılı aşkın süredir video kurgu, after effects, animasyon, 3D modelleme ve tasarım alanlarında çalışmaktadır. Ayrıca öğrenciler, Türkiye’nin saygın üniversitelerinin teknoparklarından ve Sanayi ve Teknoloji Bakanlığı’ndan onaylı Ar-Ge Projesi kapsamında dijital heykel ve karakter tasarımı proje ekibinde aktif olarak görev alır ve “ZBrush Proje Geliştirme Sertifikası” almaya hak kazanır. Eğitim sürecinde ZBrush yazılımı ile organik modelleme, karakter anatomisi, detaylandırma ve dijital heykel alanlarında ileri düzey teknik ve sanatsal beceriler geliştirirler. Oluşturdukları karakter ve yaratıcı konsept çalışmalarını ArtStation, CGSociety ve diğer uluslararası dijital sanat platformlarında sergileyerek, oyun, film ve dijital sanat endüstrilerinde profesyonel portföy oluştururlar ve kariyer fırsatlarında önemli bir avantaj elde ederler.","885","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-yuz-yuze-ozel-ders-1361/","21","Unity C# ile Oyun Geliştirme Birebir Yüz Yüze Özel Ders","55","Ne Öğreneceğim?","15","Indexable",""
"https://unityverseacademy.com/urun/film-ve-animasyon-icin-storyboard-canli-online-egitimi-551/","22","Film ve Animasyon için Storyboard Eğitimi","41","Eğitmen: Nevin Eryılmaz (CV için tıklayınız.) Nevin Eryılmaz, geleneksel ve dijital tasarım alanlarındaki 20 yılı aşkın sektör deneyimi yanı sıra, İstinye Üniversitesi'nde Bilgisayar Destekli Tasarım ve Animasyon önlisans ve Dijital Oyun Tasarımı lisans programlarının kurucusudur. Üniversitenin Dijital Oyun Tasarımı bölümündeki tasarım ve yazılım merkezli eğitim anlayışının öncüsü olmakla beraber, 2021 yılında aynı üniversitede Türkiye'nin ilk YÖK onaylı Dijital Oyun Araştırma Merkezi olan Dijital Oyun Geliştirme ve Animasyon Araştırma Uygulama Merkezi'ni kurmuştur ve iki sene boyunca Merkez Müdürü olarak görev almıştır. Merkez'de üniversitenin Animasyon ve Dijital Oyun Tasarımı programlarındaki öğrencilerin kendi oyunlarını geliştirerek oyun marketlerinde yayınlaması ve ticarileşmeleri desteklenmiştir. Eryılmaz'ın sektör ve akademi deneyimli kadrosunun etkisi ile, İstinye Üniversitesi Dijital Oyun Tasarımı bölümü iki senede Türkiye'nin ilk tercih edilen 3 üniversitesi arasına yerleşmiştir. Eryılmaz'ın Milli Eğitim Bakanlığı ve çeşitli dijital oyun şirketleri ortaklığında gerçekleşen proje ve çalışmaları devam etmektedir.","1139","Indexable",""
"https://unityverseacademy.com/urun/autocad-egitimi-1519/","8","","0","AutoCAD Eğitimi Özel Ders","25","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-yuz-yuze-egitimi-590/","7","ZBrush ile Organik ve Karakter Modelleme Kursu – Dijital Sculpting, Anatomi ve Detaylandırma (Yüz Yüze)","103","Goz Games Kurucu ortağıdır, sektörde 20 yılı aşkın süredir video kurgu, after effects, animasyon, 3D modelleme ve tasarım alanlarında çalışmaktadır. Ayrıca öğrenciler, Türkiye’nin saygın üniversitelerinin teknoparklarından ve Sanayi ve Teknoloji Bakanlığı’ndan onaylı Ar-Ge Projesi kapsamında dijital heykel ve karakter tasarımı proje ekibinde aktif olarak görev alır ve “ZBrush Proje Geliştirme Sertifikası” almaya hak kazanır. Eğitim sürecinde ZBrush yazılımı ile organik modelleme, karakter anatomisi, detaylandırma ve dijital heykel alanlarında ileri düzey teknik ve sanatsal beceriler geliştirirler. Oluşturdukları karakter ve yaratıcı konsept çalışmalarını ArtStation, CGSociety ve diğer uluslararası dijital sanat platformlarında sergileyerek, oyun, film ve dijital sanat endüstrilerinde profesyonel portföy oluştururlar ve kariyer fırsatlarında önemli bir avantaj elde ederler.","885","Indexable",""
"https://unityverseacademy.com/urun/yapay-zeka-destekli-unity-ile-oyun-gelistirme-egitimi-yuz-yuze-1680/","11","Yapay Zeka (AI) Destekli Unity ile Oyun Geliştirme Yüz Yüze Kursu","65","Eğitimin Amacı","14","Indexable",""
"https://unityverseacademy.com/urun/java-yazilim-egitimi-online-819/","11","Java Programlama Online Kursu – Sıfırdan İleri Seviye OOP & Spring Boot","71","Java Kursu | Ne Öğreneceğim","27","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-canli-yuz-yuze-ozel-ders-1533/","6","ZBrush ile Organik Modelleme Birebir Yüz Yüze Özel Ders – Sculpting, Anatomi ve Retopoloji","90","Goz Games Kurucu ortağıdır, sektörde 20 yılı aşkın süredir video kurgu, after effects, animasyon, 3D modelleme ve tasarım alanlarında çalışmaktadır. Ayrıca öğrenciler, Türkiye’nin saygın üniversitelerinin teknoparklarından ve Sanayi ve Teknoloji Bakanlığı’ndan onaylı Ar-Ge Projesi kapsamında dijital heykel ve karakter tasarımı proje ekibinde aktif olarak görev alır ve “ZBrush Proje Geliştirme Sertifikası” almaya hak kazanır. Eğitim sürecinde ZBrush yazılımı ile organik modelleme, karakter anatomisi, detaylandırma ve dijital heykel alanlarında ileri düzey teknik ve sanatsal beceriler geliştirirler. Oluşturdukları karakter ve yaratıcı konsept çalışmalarını ArtStation, CGSociety ve diğer uluslararası dijital sanat platformlarında sergileyerek, oyun, film ve dijital sanat endüstrilerinde profesyonel portföy oluştururlar ve kariyer fırsatlarında önemli bir avantaj elde ederler.","885","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-vr-ozel-ders-online-canli-egitim-1029/","6","Unreal Engine 5 VR Geliştirme Online Birebir Özel Ders","54","Eğitmen: Burak Kaya","19","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-ozel-ders-online-canli-egitim-1044/","7","Unreal Engine 5 Sanal Gerçeklik (VR/AR) Online Birebir Özel Ders","64","Eğitmen: Burak Kaya","19","Indexable",""
"https://unityverseacademy.com/urun/microsoft-office-egitimi-1123/","3","Eğitimimizden kareler:","22","IMG_50372.jpg","13","Indexable",""
"https://unityverseacademy.com/blog-detay/zbrush-kursu-egitimi-296/","8","ZBrush Nedir? Organik Sculpting, Dijital Heykel ve Karakter Tasarımı Rehberi","76","ZBrush ile Neler Yapabilirsiniz?","32","Indexable",""
"https://unityverseacademy.com/blog-detay/semantik-teknoloji-depo-stok-takip-uygulamasi-tanitimi-251/","11","SEMANTİK TEKNOLOJİ — Akıllı Depo Yönetim Sistemi (WMS)","54","Neyi Çözüyoruz?","15","Indexable",""
"https://unityverseacademy.com/urun/flutter-ile-mobil-uygulama-gelistirme-yuz-yuze-egitimi-606/","10","Flutter & Dart ile Cross-Platform Mobil Uygulama Geliştirme Yüz Yüze Kursu","74","Ne Öğreneceğim?","15","Indexable",""
"https://unityverseacademy.com/urun/lumion-egitimi-1130/","3","Eğitimimizden kareler:","22","IMG_50372.jpg","13","Indexable",""
"https://unityverseacademy.com/urun/adobe-photoshop-ve-adobe-illustrator-onlinecanli-egitim-1001/","26","Adobe Photoshop & Illustrator ile Grafik Tasarım Kursu – Online Canlı Eğitim","76","","0","Indexable",""
"https://unityverseacademy.com/urun/cocuklar-icin-unity-ile-oyun-gelistirme-canli-online-egitimi-1380/","15","Çocuklar İçin Unity ile Oyun Geliştirme ve Kodlama Online Kursu (7-17 Yaş)","74","Ne Öğreneceğim?","15","Indexable",""
"https://unityverseacademy.com/urun/36-saat-kapsamli-zbrush-modelleme-egitimi-online-1540/","7","ZBrush Kapsamlı Sculpting Uzmanlığı Kursu – 36 Saat Organik ve Hard Surface Modelleme (Online)","94","Goz Games Kurucu ortağıdır, sektörde 20 yılı aşkın süredir video kurgu, after effects, animasyon, 3D modelleme ve tasarım alanlarında çalışmaktadır. Ayrıca öğrenciler, Türkiye’nin saygın üniversitelerinin teknoparklarından ve Sanayi ve Teknoloji Bakanlığı’ndan onaylı Ar-Ge Projesi kapsamında dijital heykel ve karakter tasarımı proje ekibinde aktif olarak görev alır ve “ZBrush Proje Geliştirme Sertifikası” almaya hak kazanır. Eğitim sürecinde ZBrush yazılımı ile organik modelleme, karakter anatomisi, detaylandırma ve dijital heykel alanlarında ileri düzey teknik ve sanatsal beceriler geliştirirler. Oluşturdukları karakter ve yaratıcı konsept çalışmalarını ArtStation, CGSociety ve diğer uluslararası dijital sanat platformlarında sergileyerek, oyun, film ve dijital sanat endüstrilerinde profesyonel portföy oluştururlar ve kariyer fırsatlarında önemli bir avantaj elde ederler.","885","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-oyun-gelistirme-150-saatlik-kapsamli-blueprintmufredati-yuz-yuze-egitim-1116/","9","Unreal Engine 5 Blueprint ile Kodsuz Oyun Geliştirme – 150 Saatlik Yüz Yüze Kurs","80","Ne Öğreneceğim?","15","Indexable",""
"https://unityverseacademy.com/urun/film-ve-animasyon-icin-storyboard-yuz-yuze-egitimi-ozel-ders-1287/","14","Eğitmen: Nevin Eryılmaz (CV için tıklayınız.) Nevin Eryılmaz, geleneksel ve dijital tasarım alanlarındaki 20 yılı aşkın sektör deneyimi yanı sıra, İstinye Üniversitesi'nde Bilgisayar Destekli Tasarım ve Animasyon önlisans ve Dijital Oyun Tasarımı lisans programlarının kurucusudur. Üniversitenin Dijital Oyun Tasarımı bölümündeki tasarım ve yazılım merkezli eğitim anlayışının öncüsü olmakla beraber, 2021 yılında aynı üniversitede Türkiye'nin ilk YÖK onaylı Dijital Oyun Araştırma Merkezi olan Dijital Oyun Geliştirme ve Animasyon Araştırma Uygulama Merkezi'ni kurmuştur ve iki sene boyunca Merkez Müdürü olarak görev almıştır. Merkez'de üniversitenin Animasyon ve Dijital Oyun Tasarımı programlarındaki öğrencilerin kendi oyunlarını geliştirerek oyun marketlerinde yayınlaması ve ticarileşmeleri desteklenmiştir. Eryılmaz'ın sektör ve akademi deneyimli kadrosunun etkisi ile, İstinye Üniversitesi Dijital Oyun Tasarımı bölümü iki senede Türkiye'nin ilk tercih edilen 3 üniversitesi arasına yerleşmiştir. Eryılmaz'ın Milli Eğitim Bakanlığı ve çeşitli dijital oyun şirketleri ortaklığında gerçekleşen proje ve çalışmaları devam etmektedir.","1139","3boyuntlu_modelleme_ve_animasyon2.jpg","37","Indexable",""
"https://unityverseacademy.com/blog-detay/substance-painter-egitimi-286/","7","Substance Painter İleri Seviye — PBR Texture, Smart Materials ve Üretim Pipeline Rehberi","88","Substance Painter ile Neler Yapabilirsiniz?","43","Indexable",""
"https://unityverseacademy.com/urun/java-yazilim-egitimi-yuz-yuze-821/","11","Java Programlama Kapsamlı Yüz Yüze Kursu – Enterprise Java & Framework","70","Java Kursu | Ne Öğreneceğim","27","Indexable",""
"https://unityverseacademy.com/urun/desinatorluk-yuz-yuze-egitimi-612/","22","Desinatörlük & Tekstil Desen Tasarım Kursu – Yüz Yüze Eğitim","60","Öğr. Gör. Nevin Eryılmaz'ın katıldığı programlardan bir kaçı:","61","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-kuyumculuk-ve-taki-tasarimi-egitimi-yuz-yuze-1535/","7","ZBrush ile 3D Kuyumculuk ve Takı Tasarımı Kursu – Dijital Mücevher ve 3D Baskı Prototipleme (Yüz Yüze)","102","Goz Games Kurucu ortağıdır, sektörde 20 yılı aşkın süredir video kurgu, after effects, animasyon, 3D modelleme ve tasarım alanlarında çalışmaktadır. Ayrıca öğrenciler, Türkiye’nin saygın üniversitelerinin teknoparklarından ve Sanayi ve Teknoloji Bakanlığı’ndan onaylı Ar-Ge Projesi kapsamında dijital heykel ve karakter tasarımı proje ekibinde aktif olarak görev alır ve “ZBrush Proje Geliştirme Sertifikası” almaya hak kazanır. Eğitim sürecinde ZBrush yazılımı ile organik modelleme, karakter anatomisi, detaylandırma ve dijital heykel alanlarında ileri düzey teknik ve sanatsal beceriler geliştirirler. Oluşturdukları karakter ve yaratıcı konsept çalışmalarını ArtStation, CGSociety ve diğer uluslararası dijital sanat platformlarında sergileyerek, oyun, film ve dijital sanat endüstrilerinde profesyonel portföy oluştururlar ve kariyer fırsatlarında önemli bir avantaj elde ederler.","885","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-metaverse-gelistirme-yuz-yuze-egitim-850/","8","Unreal Engine 5 ile Metaverse ve Sanal Dünya Geliştirme Yüz Yüze Kursu","70","Eğitmen: Burak Kaya","19","Indexable",""
"https://unityverseacademy.com/urun/desinatorluk-egitimi-ozel-ders-1412/","22","Desinatörlük & Tekstil Desen Tasarım Birebir Özel Ders","54","Öğr. Gör. Nevin Eryılmaz'ın katıldığı programlardan bir kaçı:","61","Indexable",""
"https://unityverseacademy.com/urun/sosyal-medya-ve-google-reklamciligi-yuz-yuze-egitimi-1558/","7","Sosyal Medya ve Google Reklamcılığı Eğitimi","43","Neden Almalısınız?","18","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-canli-online-ozel-ders-24-saat-1297/","7","Öğrencilerimizin İlham Verici Başarı Hikayelerini Keşfedin https://unityverseacademy.com/blog/10","96","ZBrush ile Organik Modelleme Eğitimi Eğitmen: Öğr. Gör. Deniz Erbaş (CV'ye erişmek için tıklayınız.) Marmara Üniversitesi Grafik Tasarım ve Yüksek Lisans Sinema TV Mezunu, İstanbul Aydın Üniversitesi Sinema TV bölümünde Doktora (PhD.) eğitimine devam etmektedir.","262","Indexable",""
"https://unityverseacademy.com/urun/3ds-max-corona-ile-fotogercekci-mimari-gorsellestirmeegitimi-yuz-yuze-1615/","7","3ds Max + Corona ile Fotogerçekçi Mimari Görselleştirme Eğitimi","63","Ne Öğreneceğim?","15","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-metaverse-gelistirme-online-canli-egitim-851/","8","Unreal Engine 5 ile Metaverse ve Sanal Dünya Geliştirme Online Kursu","68","Eğitmen: Burak Kaya","19","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-canli-online-ozel-ders-1052/","6","ZBrush ile Organik Modelleme Birebir Online Özel Ders – Dijital Sculpting ve Karakter Tasarımı","94","Goz Games Kurucu ortağıdır, sektörde 20 yılı aşkın süredir video kurgu, after effects, animasyon, 3D modelleme ve tasarım alanlarında çalışmaktadır. Ayrıca öğrenciler, Türkiye’nin saygın üniversitelerinin teknoparklarından ve Sanayi ve Teknoloji Bakanlığı’ndan onaylı Ar-Ge Projesi kapsamında dijital heykel ve karakter tasarımı proje ekibinde aktif olarak görev alır ve “ZBrush Proje Geliştirme Sertifikası” almaya hak kazanır. Eğitim sürecinde ZBrush yazılımı ile organik modelleme, karakter anatomisi, detaylandırma ve dijital heykel alanlarında ileri düzey teknik ve sanatsal beceriler geliştirirler. Oluşturdukları karakter ve yaratıcı konsept çalışmalarını ArtStation, CGSociety ve diğer uluslararası dijital sanat platformlarında sergileyerek, oyun, film ve dijital sanat endüstrilerinde profesyonel portföy oluştururlar ve kariyer fırsatlarında önemli bir avantaj elde ederler.","885","Indexable",""
"https://unityverseacademy.com/urun/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-yuz-yuze-100-saat-1592/","8","Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Online","57","Ne Öğreneceğim?","15","Indexable",""
