"Address","Status Code","Status","HTML Word Count","Rendered HTML Word Count","Word Count Change","JS Word Count %","HTML Title","Rendered HTML Title","HTML H1","Rendered HTML H1","HTML Meta Description","Rendered HTML Meta Description","HTML Canonical","Rendered HTML Canonical","Unique Inlinks","Unique JS Inlinks","Unique Outlinks","Unique JS Outlinks","Unique External Outlinks","Unique External JS Outlinks","HTML Meta Robots 1","Rendered HTML Meta Robots 1","Pretty URL","Ugly URL","JS Error","JS Warning","JS Info","JS Debug","JS Issue"
"https://unityverseacademy.com/blog-detay/filiz-tumuklunun-yazilim-test-otomasyonu-egitimi-ve-kariyer-basarisi-90/","200","OK","781","0","","","Filiz Tümüklü’nün Yazılım Test Otomasyonu Eğitimi ve Kariyer Başarısı","","Filiz Tümüklü’nün Yazılım Test Otomasyonu Eğitimi ve Kariyer Başarısı","","Filiz Tümüklü’nün Yazılım Test Otomasyonu Eğitimi ve Kariyer Başarısı","","https://unityverseacademy.com/blog-detay/filiz-tumuklunun-yazilim-test-otomasyonu-egitimi-ve-kariyer-basarisi-90/","","2","0","52","0","8","0","","","https://unityverseacademy.com/blog-detay/filiz-tumuklunun-yazilim-test-otomasyonu-egitimi-ve-kariyer-basarisi-90/","https://unityverseacademy.com/blog-detay/filiz-tumuklunun-yazilim-test-otomasyonu-egitimi-ve-kariyer-basarisi-90/","","","","",""
"https://unityverseacademy.com/kategori/dijital-pazarlama-egitimleri-255/","200","OK","522","0","","","Dijital Pazarlama Eğitimleri","","Dijital Pazarlama Eğitimleri","","Dijital Pazarlama Eğitimleri","","https://unityverseacademy.com/kategori/dijital-pazarlama-egitimleri-255/","","174","0","45","0","7","0","","","https://unityverseacademy.com/kategori/dijital-pazarlama-egitimleri-255/","https://unityverseacademy.com/kategori/dijital-pazarlama-egitimleri-255/","","","","",""
"https://unityverseacademy.com/kategori/ozel-dersler-256/","200","OK","750","0","","","Özel Dersler","","Özel Dersler","","Özel Dersler","","https://unityverseacademy.com/kategori/ozel-dersler-256/","","174","0","59","0","7","0","","","https://unityverseacademy.com/kategori/ozel-dersler-256/","https://unityverseacademy.com/kategori/ozel-dersler-256/","","","","",""
"https://unityverseacademy.com/urun/2b-cizgi-film-ve-animasyon-uzmanligi-canli-online-egitimi-565/","200","OK","2502","0","","","2B Çizgi Film ve Animasyon Uzmanlığı Canlı (Online) Eğitimi","","2B Çizgi Film ve Animasyon Uzmanlığı Canlı (Online) Eğitimi","","2B Çizgi Film ve Animasyon Uzmanlığı Canlı (Online) Eğitimi, katılımcılara 2D animasyonun temellerini öğretirken, yaratıcı ve teknik becerilerini geliştirmelerine yardımcı olan kapsamlı bir eğitim programıdır. Bu eğitimde, 2B animasyo","","https://unityverseacademy.com/urun/2b-cizgi-film-ve-animasyon-uzmanligi-canli-online-egitimi-565/","","4","0","44","0","12","0","","","https://unityverseacademy.com/urun/2b-cizgi-film-ve-animasyon-uzmanligi-canli-online-egitimi-565/","https://unityverseacademy.com/urun/2b-cizgi-film-ve-animasyon-uzmanligi-canli-online-egitimi-565/","","","","",""
"https://unityverseacademy.com/os/KARIYER-14/","200","OK","251","0","","","KARIYER iŞ","","","","KARIYER","","https://unityverseacademy.com/os/kariyer-is-14/","","170","0","40","0","7","0","","","https://unityverseacademy.com/os/KARIYER-14/","https://unityverseacademy.com/os/KARIYER-14/","","","","",""
"https://unityverseacademy.com/blog-detay/burak-ercayanin-yazilim-test-otomasyonu-egitimi-ve-testiniumdaki-isi-88/","200","OK","762","0","","","Burak Erçayan’ın Yazılım Test Otomasyonu Eğitimi ve Testinium’daki İşi","","Burak Erçayan’ın Yazılım Test Otomasyonu Eğitimi ve Testinium’daki İşi","","Burak Erçayan’ın Yazılım Test Otomasyonu Eğitimi ve Testinium’daki İşi","","https://unityverseacademy.com/blog-detay/burak-ercayanin-yazilim-test-otomasyonu-egitimi-ve-testiniumdaki-isi-88/","","2","0","52","0","7","0","","","https://unityverseacademy.com/blog-detay/burak-ercayanin-yazilim-test-otomasyonu-egitimi-ve-testiniumdaki-isi-88/","https://unityverseacademy.com/blog-detay/burak-ercayanin-yazilim-test-otomasyonu-egitimi-ve-testiniumdaki-isi-88/","","","","",""
"https://unityverseacademy.com/sayfa/kisisel-verilerin-korunmasi-hakkinda-aydinlatma-bildirimi-29/","200","OK","2534","0","","","Kişisel Verilerin Korunması Hakkında Aydınlatma Bildirimi","","Kişisel Verilerin Korunması Hakkında Aydınlatma Bildirimi","","Kişisel Verilerin Korunması Hakkında Aydınlatma Bildirimi","","https://unityverseacademy.com/sayfa/kisisel-verilerin-korunmasi-hakkinda-aydinlatma-bildirimi-29/","","174","0","40","0","7","0","","","https://unityverseacademy.com/sayfa/kisisel-verilerin-korunmasi-hakkinda-aydinlatma-bildirimi-29/","https://unityverseacademy.com/sayfa/kisisel-verilerin-korunmasi-hakkinda-aydinlatma-bildirimi-29/","","","","",""
"https://unityverseacademy.com/blog-detay/elif-arslanin-yazilim-gelistirici-olarak-ayakkabi-dunyasindaki-baslangici-94/","200","OK","558","0","","","Elif Arslan'ın Yazılım Geliştirici Olarak Ayakkabı Dünyası'ndaki Başlangıcı","","Elif Arslan'ın Yazılım Geliştirici Olarak Ayakkabı Dünyası'ndaki Başlangıcı","","Elif Arslan","","https://unityverseacademy.com/blog-detay/elif-arslanin-yazilim-gelistirici-olarak-ayakkabi-dunyasindaki-baslangici-94/","","2","0","52","0","8","0","","","https://unityverseacademy.com/blog-detay/elif-arslanin-yazilim-gelistirici-olarak-ayakkabi-dunyasindaki-baslangici-94/","https://unityverseacademy.com/blog-detay/elif-arslanin-yazilim-gelistirici-olarak-ayakkabi-dunyasindaki-baslangici-94/","","","","",""
"https://unityverseacademy.com/kategori/muhasebe-ve-ofis-egitimleri-258/","200","OK","560","0","","","Muhasebe ve Ofis Eğitimleri","","Muhasebe ve Ofis Eğitimleri","","Muhasebe ve Ofis Eğitimleri","","https://unityverseacademy.com/kategori/muhasebe-ve-ofis-egitimleri-258/","","174","0","48","0","7","0","","","https://unityverseacademy.com/kategori/muhasebe-ve-ofis-egitimleri-258/","https://unityverseacademy.com/kategori/muhasebe-ve-ofis-egitimleri-258/","","","","",""
"https://unityverseacademy.com/blog-detay/oguzhan-durakin-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-100/","200","OK","683","0","","","Oğuzhan Durak'ın Grafik Tasarım ve Video Kurgu Alanındaki Yolculuğu","","Oğuzhan Durak'ın Grafik Tasarım ve Video Kurgu Alanındaki Yolculuğu","","Oğuzhan Durak","","https://unityverseacademy.com/blog-detay/oguzhan-durakin-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-100/","","3","0","52","0","8","0","","","https://unityverseacademy.com/blog-detay/oguzhan-durakin-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-100/","https://unityverseacademy.com/blog-detay/oguzhan-durakin-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-100/","","","","",""
"https://unityverseacademy.com/sayfa/mesafeli-satis-sozlesmesi-26/","200","OK","3886","0","","","Mesafeli Satış Sözleşmesi","","Mesafeli Satış Sözleşmesi","","Mesafeli Satış Sözleşmesi","","https://unityverseacademy.com/sayfa/mesafeli-satis-sozlesmesi-26/","","174","0","40","0","7","0","","","https://unityverseacademy.com/sayfa/mesafeli-satis-sozlesmesi-26/","https://unityverseacademy.com/sayfa/mesafeli-satis-sozlesmesi-26/","","","","",""
"https://unityverseacademy.com/urun/2b-oyun-karakter-tasarimi-ve-animasyon-canli-online-egitimi-553/","200","OK","2710","0","","","2B Oyun Karakter Tasarımı ve Animasyon Canlı (Online) Eğitimi","","2B Oyun Karakter Tasarımı ve Animasyon Canlı (Online) Eğitimi","","2B Oyun Karakter Tasarımı ve Animasyon Canlı (Online) Eğitimi, oyun geliştirme ve animasyon alanlarında kariyer yapmak isteyenler için kapsamlı bir eğitim programıdır. Bu eğitim, katılımcılara 2B oyun karakterlerinin tasarımını ve animas","","https://unityverseacademy.com/urun/2b-oyun-karakter-tasarimi-ve-animasyon-canli-online-egitimi-553/","","4","0","43","0","13","0","","","https://unityverseacademy.com/urun/2b-oyun-karakter-tasarimi-ve-animasyon-canli-online-egitimi-553/","https://unityverseacademy.com/urun/2b-oyun-karakter-tasarimi-ve-animasyon-canli-online-egitimi-553/","","","","",""
"https://unityverseacademy.com/blog-detay/berkay-kurt-multiplayer-oyun-gelistiriciliginde-bir-yildiz-130/","200","OK","535","0","","","Berkay Kurt: Multiplayer Oyun Geliştiriciliğinde Bir Yıldız","","Berkay Kurt: Multiplayer Oyun Geliştiriciliğinde Bir Yıldız","","Berkay Kurt: Multiplayer Oyun Geliştiriciliğinde Bir Yıldız","","https://unityverseacademy.com/blog-detay/berkay-kurt-multiplayer-oyun-gelistiriciliginde-bir-yildiz-130/","","3","0","52","0","8","0","","","https://unityverseacademy.com/blog-detay/berkay-kurt-multiplayer-oyun-gelistiriciliginde-bir-yildiz-130/","https://unityverseacademy.com/blog-detay/berkay-kurt-multiplayer-oyun-gelistiriciliginde-bir-yildiz-130/","","","","",""
"https://unityverseacademy.com/blog-detay/fatih-yilmazin-yazilim-yolculugu-ve-lufthansadaki-basarisi-91/","200","OK","832","0","","","Fatih Yılmaz’ın Yazılım Yolculuğu ve Lufthansa’daki Başarısı","","Fatih Yılmaz’ın Yazılım Yolculuğu ve Lufthansa’daki Başarısı","","Fatih Yılmaz’ın Yazılım Yolculuğu ve Lufthansa’daki Başarısı","","https://unityverseacademy.com/blog-detay/fatih-yilmazin-yazilim-yolculugu-ve-lufthansadaki-basarisi-91/","","2","0","52","0","7","0","","","https://unityverseacademy.com/blog-detay/fatih-yilmazin-yazilim-yolculugu-ve-lufthansadaki-basarisi-91/","https://unityverseacademy.com/blog-detay/fatih-yilmazin-yazilim-yolculugu-ve-lufthansadaki-basarisi-91/","","","","",""
"https://unityverseacademy.com/kategori/3d-modelleme-ozel-ders-273/","200","OK","477","0","","","3D Modelleme Özel Ders","","3D Modelleme Özel Ders","","3D Modelleme Özel Ders, Özel Dersler","","https://unityverseacademy.com/kategori/3d-modelleme-ozel-ders-273/","","174","0","41","0","7","0","","","https://unityverseacademy.com/kategori/3d-modelleme-ozel-ders-273/","https://unityverseacademy.com/kategori/3d-modelleme-ozel-ders-273/","","","","",""
"https://unityverseacademy.com/tum-urunler/","200","OK","5788","0","","","Tüm Ürünler","","Tüm Ürünler","","Tüm Ürünler","","https://unityverseacademy.com/tum-urunler/","","170","0","309","0","7","0","","","https://unityverseacademy.com/tum-urunler/","https://unityverseacademy.com/tum-urunler/","","","","",""
"https://unityverseacademy.com/kategori/endustriyel-urun-tasarim-egitimleri-253/","200","OK","588","0","","","Endüstriyel Ürün Tasarım Eğitimleri","","Endüstriyel Ürün Tasarım Eğitimleri","","Endüstriyel Ürün Tasarım Eğitimleri","","https://unityverseacademy.com/kategori/endustriyel-urun-tasarim-egitimleri-253/","","174","0","48","0","7","0","","","https://unityverseacademy.com/kategori/endustriyel-urun-tasarim-egitimleri-253/","https://unityverseacademy.com/kategori/endustriyel-urun-tasarim-egitimleri-253/","","","","",""
"https://unityverseacademy.com/sayfa/kvkk-aydinlatma-metni/","200","OK","2534","0","","","Kişisel Verilerin Korunması Hakkında Aydınlatma Bildirimi","","Kişisel Verilerin Korunması Hakkında Aydınlatma Bildirimi","","Kişisel Verilerin Korunması Hakkında Aydınlatma Bildirimi","","https://unityverseacademy.com/sayfa/kisisel-verilerin-korunmasi-hakkinda-aydinlatma-bildirimi-29/","","2","0","41","0","7","0","","","https://unityverseacademy.com/sayfa/kvkk-aydinlatma-metni/","https://unityverseacademy.com/sayfa/kvkk-aydinlatma-metni/","","","","",""
"https://unityverseacademy.com/kategori/ses-tasarim-egitimleri-251/","200","OK","548","0","","","Ses Tasarımı Yüz Yüze Kursları","","Ses Tasarım Eğitimleri","","Ses Tasarım Eğitimleri","","https://unityverseacademy.com/kategori/ses-tasarim-egitimleri-251/","","174","0","48","0","7","0","","","https://unityverseacademy.com/kategori/ses-tasarim-egitimleri-251/","https://unityverseacademy.com/kategori/ses-tasarim-egitimleri-251/","","","","",""
"https://unityverseacademy.com/kategori/yazilim-egitimleri-ozel-ders-268/","200","OK","477","0","","","Yazılım Eğitimleri Özel Ders","","Yazılım Eğitimleri Özel Ders","","Yazılım Eğitimleri Özel Ders, Özel Dersler","","https://unityverseacademy.com/kategori/yazilim-egitimleri-ozel-ders-268/","","174","0","41","0","7","0","","","https://unityverseacademy.com/kategori/yazilim-egitimleri-ozel-ders-268/","https://unityverseacademy.com/kategori/yazilim-egitimleri-ozel-ders-268/","","","","",""
"https://unityverseacademy.com/blog/","200","OK","755","0","","","Blog","","Blog","","Blog","","https://unityverseacademy.com/blog/","","170","0","72","0","7","0","","","https://unityverseacademy.com/blog/","https://unityverseacademy.com/blog/","","","","",""
"https://unityverseacademy.com/blog-detay/gorkem-tekinin-vakif-katilimdaki-backend-developer-yolculugu-96/","200","OK","565","0","","","Görkem Tekin'in Vakıf Katılım'daki Backend Developer Yolculuğu","","Görkem Tekin'in Vakıf Katılım'daki Backend Developer Yolculuğu","","Görkem Tekin","","https://unityverseacademy.com/blog-detay/gorkem-tekinin-vakif-katilimdaki-backend-developer-yolculugu-96/","","2","0","52","0","9","0","","","https://unityverseacademy.com/blog-detay/gorkem-tekinin-vakif-katilimdaki-backend-developer-yolculugu-96/","https://unityverseacademy.com/blog-detay/gorkem-tekinin-vakif-katilimdaki-backend-developer-yolculugu-96/","","","","",""
"https://unityverseacademy.com/os/KURUMSAL-EGITIMLER-10/","200","OK","718","0","","","Kurumsal Eğitimler","","","","KURUMSAL EĞİTİMLER","","https://unityverseacademy.com/os/kurumsal-egitimler-10/","","170","0","40","0","9","0","","","https://unityverseacademy.com/os/KURUMSAL-EGITIMLER-10/","https://unityverseacademy.com/os/KURUMSAL-EGITIMLER-10/","","","","",""
"https://unityverseacademy.com/kategori/grafik-tasarim-ozel-ders-269/","200","OK","497","0","","","Grafik Tasarım Özel Ders","","Grafik Tasarım Özel Ders","","Grafik Tasarım Özel Ders, Özel Dersler","","https://unityverseacademy.com/kategori/grafik-tasarim-ozel-ders-269/","","174","0","43","0","7","0","","","https://unityverseacademy.com/kategori/grafik-tasarim-ozel-ders-269/","https://unityverseacademy.com/kategori/grafik-tasarim-ozel-ders-269/","","","","",""
"https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-canli-online-egitimi-staj-garantili-564/","200","OK","4367","0","","","Grafik Tasarım Kursu Online | Staj Garantili","","Grafik Tasarım Kursu & Video Efekt Uzmanlığı – Online Canlı (Staj Garantili)","","Staj garantili grafik tasarım kursu ve video efekt uzmanlığı online eğitimi. Photoshop, Illustrator ve After Effects öğrenin!","","https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-canli-online-egitimi-staj-garantili-564/","","4","0","45","0","12","0","","","https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-canli-online-egitimi-staj-garantili-564/","https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-canli-online-egitimi-staj-garantili-564/","","","","",""
"https://unityverseacademy.com/blog-detay/begum-kiroglunun-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-98/","200","OK","667","0","","","Begüm Kıroğlu'nun Grafik Tasarım ve Video Kurgu Alanındaki Yolculuğu","","Begüm Kıroğlu'nun Grafik Tasarım ve Video Kurgu Alanındaki Yolculuğu","","Begüm Kıroğlu","","https://unityverseacademy.com/blog-detay/begum-kiroglunun-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-98/","","2","0","52","0","8","0","","","https://unityverseacademy.com/blog-detay/begum-kiroglunun-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-98/","https://unityverseacademy.com/blog-detay/begum-kiroglunun-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-98/","","","","",""
"https://unityverseacademy.com/urun/c-programlama-canli-online-egitimi-10/","200","OK","2466","0","","","C# Programlama Kursu | Canlı Online Eğitim","","C# (C Sharp) Programlama Kursu – Canlı Online Eğitim","","C# (C Sharp) programlama canlı online kursu. Sıfırdan .NET ve nesne yönelimli programlama öğrenin. Hemen kaydolun!","","https://unityverseacademy.com/urun/c-programlama-canli-online-egitimi-10/","","4","0","44","0","14","0","","","https://unityverseacademy.com/urun/c-programlama-canli-online-egitimi-10/","https://unityverseacademy.com/urun/c-programlama-canli-online-egitimi-10/","","","","",""
"https://unityverseacademy.com/kategori/dil-egitimleri-257/","200","OK","501","0","","","Dil Eğitimleri","","Dil Eğitimleri","","Dil Eğitimleri","","https://unityverseacademy.com/kategori/dil-egitimleri-257/","","174","0","44","0","7","0","","","https://unityverseacademy.com/kategori/dil-egitimleri-257/","https://unityverseacademy.com/kategori/dil-egitimleri-257/","","","","",""
"https://unityverseacademy.com/urun/dijital-oyun-muzigi-teknikleri-canli-online-egitimi-650/","200","OK","305","0","","","Dijital Oyun Müziği Teknikleri Canlı (Online) Eğitimi","","Dijital Oyun Müziği Teknikleri Canlı (Online) Eğitimi","","Dijital Oyun Müziği Teknikleri Canlı (Online) Eğitimi, oyun geliştiricileri ve müzik prodüktörleri için özel olarak tasarlanmış bir eğitimdir. Oyun müziklerinin yaratılması, düzenlenmesi ve oyun içindeki atmosferle uyumlu hale getirilmes","","https://unityverseacademy.com/urun/dijital-oyun-muzigi-teknikleri-canli-online-egitimi-650/","","4","0","43","0","11","0","","","https://unityverseacademy.com/urun/dijital-oyun-muzigi-teknikleri-canli-online-egitimi-650/","https://unityverseacademy.com/urun/dijital-oyun-muzigi-teknikleri-canli-online-egitimi-650/","","","","",""
"https://unityverseacademy.com/blog-detay/suat-erizin-ayes-celikteki-yazilim-gelistirici-ve-kalite-kontrol-gorevi-97/","200","OK","592","0","","","Suat Eriz'in AYES Çelik'teki Yazılım Geliştirici ve Kalite Kontrol Görevi","","Suat Eriz'in AYES Çelik'teki Yazılım Geliştirici ve Kalite Kontrol Görevi","","Suat Eriz","","https://unityverseacademy.com/blog-detay/suat-erizin-ayes-celikteki-yazilim-gelistirici-ve-kalite-kontrol-gorevi-97/","","3","0","52","0","9","0","","","https://unityverseacademy.com/blog-detay/suat-erizin-ayes-celikteki-yazilim-gelistirici-ve-kalite-kontrol-gorevi-97/","https://unityverseacademy.com/blog-detay/suat-erizin-ayes-celikteki-yazilim-gelistirici-ve-kalite-kontrol-gorevi-97/","","","","",""
"https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-yuz-yuze-egitimi-staj-garantili-613/","200","OK","3772","0","","","Grafik Tasarım Kursu Yüz Yüze | Staj Garantili","","Grafik Tasarım Kursu & Video Efekt Uzmanlığı – Yüz Yüze (Staj Garantili)","","Staj garantili grafik tasarım kursu ve video efekt uzmanlığı yüz yüze eğitimi. Sınıf ortamında uygulamalı Adobe eğitimi!","","https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-yuz-yuze-egitimi-staj-garantili-613/","","4","0","45","0","12","0","","","https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-yuz-yuze-egitimi-staj-garantili-613/","https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-yuz-yuze-egitimi-staj-garantili-613/","","","","",""
