"Address","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Indexability","Indexability Status"
"https://unityverseacademy.com/urun/kurumsal-iletisim-egitimi-ozel-ders-1436/","423","130","3,254","44,932","Hard","Indexable",""
"https://unityverseacademy.com/urun/dijital-pazarlama-pazar-yeri-ve-e-ticaret-yoneticiligi-egitimi-25-saat-ozel-ders-1298/","588","152","3,868","36,586","Hard","Indexable",""
"https://unityverseacademy.com/urun/mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-online-120-saat-1578/","2439","546","4,467","43,611","Hard","Indexable",""
"https://unityverseacademy.com/urun/lineer-cebir-linear-algebra-egitimi-ozel-ders-1432/","428","131","3,267","44,993","Hard","Indexable",""
"https://unityverseacademy.com/urun/3ds-max-egitimi-10-saat-ozel-ders-1446/","404","116","3,483","48,758","Hard","Indexable",""
"https://unityverseacademy.com/urun/cocuklar-icin-minecraft-ile-kodlama-egitimi-1689/","1279","275","4,651","34,502","Hard","Indexable",""
"https://unityverseacademy.com/urun/insan-kaynaklari-egitimi-ozel-ders-1437/","423","130","3,254","45,932","Hard","Indexable",""
"https://unityverseacademy.com/blog-detay/3b-modelleme-egitimleri-zbrush-ileri-seviye-284/","677","162","4,179","45,765","Hard","Indexable",""
"https://unityverseacademy.com/blog-detay/3dsmax-kursu-294/","763","176","4,335","36,783","Hard","Indexable",""
"https://unityverseacademy.com/urun/3ds-max-egitimi-30-saat-ozel-ders-1128/","404","116","3,483","48,758","Hard","Indexable",""
"https://unityverseacademy.com/urun/ayrik-matematik-discrete-mathematics-egitimi-ozel-ders-1431/","428","131","3,267","42,621","Hard","Indexable",""
"https://unityverseacademy.com/urun/diferansiyel-denklemler-egitimi-ozel-ders-1434/","422","131","3,221","44,389","Hard","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-oyun-gelistirme-ozel-ders-online-canli-egitim-100-saat-1303/","671","222","3,023","41,754","Hard","Indexable",""
"https://unityverseacademy.com/urun/egitim-koclugu-ozel-ders-1439/","420","130","3,231","47,449","Hard","Indexable",""
"https://unityverseacademy.com/urun/36-saat-kapsamli-zbrush-modelleme-egitimi-yuz-yuze-1539/","1600","378","4,233","37,463","Hard","Indexable",""
"https://unityverseacademy.com/urun/matematik-egitimi-ozel-ders-1428/","419","130","3,223","45,670","Hard","Indexable",""
"https://unityverseacademy.com/blog-detay/maya-egitimi-285/","714","162","4,407","31,147","Hard","Indexable",""
"https://unityverseacademy.com/blog-detay/3ds-max-egitimi-uv-mapping-ve-kaplama-yonetimi-305/","881","209","4,215","36,813","Hard","Indexable",""
"https://unityverseacademy.com/urun/profesyonel-mimari-render-ve-etkilesim-egitimi-yuz-yuze-24-saat-1612/","1227","281","4,367","30,376","Hard","Indexable",""
"https://unityverseacademy.com/urun/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-yuz-yuze-1504/","3026","742","4,078","43,616","Hard","Indexable",""
"https://unityverseacademy.com/urun/autocad-egitimi-ozel-ders-1300/","822","228","3,605","38,813","Hard","Indexable",""
