"Address","Occurrences","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Indexability","Indexability Status"
"https://unityverseacademy.com/sayfa/kisisel-verilerin-korunmasi-hakkinda-aydinlatma-bildirimi-29/","1","Kişisel Verilerin Korunması Hakkında Aydınlatma Bildirimi","57","351","Indexable",""
"https://unityverseacademy.com/blog-detay/elif-arslanin-yazilim-gelistirici-olarak-ayakkabi-dunyasindaki-baslangici-94/","1","Elif Arslan","11","62","Indexable",""
"https://unityverseacademy.com/kategori/muhasebe-ve-ofis-egitimleri-258/","1","Muhasebe ve Ofis Eğitimleri","27","170","Indexable",""
"https://unityverseacademy.com/blog-detay/oguzhan-durakin-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-100/","1","Oğuzhan Durak","13","97","Indexable",""
"https://unityverseacademy.com/sayfa/mesafeli-satis-sozlesmesi-26/","1","Mesafeli Satış Sözleşmesi","25","158","Indexable",""
"https://unityverseacademy.com/urun/2b-oyun-karakter-tasarimi-ve-animasyon-canli-online-egitimi-553/","1","2B Oyun Karakter Tasarımı ve Animasyon Canlı (Online) Eğitimi, oyun geliştirme ve animasyon alanlarında kariyer yapmak isteyenler için kapsamlı bir eğitim programıdır. Bu eğitim, katılımcılara 2B oyun karakterlerinin tasarımını ve animas","237","1452","Indexable",""
"https://unityverseacademy.com/blog-detay/berkay-kurt-multiplayer-oyun-gelistiriciliginde-bir-yildiz-130/","1","Berkay Kurt: Multiplayer Oyun Geliştiriciliğinde Bir Yıldız","59","338","Indexable",""
"https://unityverseacademy.com/blog-detay/fatih-yilmazin-yazilim-yolculugu-ve-lufthansadaki-basarisi-91/","1","Fatih Yılmaz’ın Yazılım Yolculuğu ve Lufthansa’daki Başarısı","60","368","Indexable",""
"https://unityverseacademy.com/kategori/3d-modelleme-ozel-ders-273/","1","3D Modelleme Özel Ders, Özel Dersler","36","227","Indexable",""
"https://unityverseacademy.com/tum-urunler/","1","Tüm Ürünler","11","76","Indexable",""
"https://unityverseacademy.com/kategori/endustriyel-urun-tasarim-egitimleri-253/","1","Endüstriyel Ürün Tasarım Eğitimleri","35","216","Indexable",""
"https://unityverseacademy.com/sayfa/kvkk-aydinlatma-metni/","1","Kişisel Verilerin Korunması Hakkında Aydınlatma Bildirimi","57","351","Non-Indexable","Canonicalised"
"https://unityverseacademy.com/kategori/ses-tasarim-egitimleri-251/","1","Ses Tasarım Eğitimleri","22","136","Indexable",""
"https://unityverseacademy.com/kategori/yazilim-egitimleri-ozel-ders-268/","1","Yazılım Eğitimleri Özel Ders, Özel Dersler","42","244","Indexable",""
"https://unityverseacademy.com/blog/","1","Blog","4","28","Indexable",""
"https://unityverseacademy.com/blog-detay/gorkem-tekinin-vakif-katilimdaki-backend-developer-yolculugu-96/","1","Görkem Tekin","12","85","Indexable",""
"https://unityverseacademy.com/os/KURUMSAL-EGITIMLER-10/","1","KURUMSAL EĞİTİMLER","18","147","Non-Indexable","Canonicalised"
"https://unityverseacademy.com/kategori/grafik-tasarim-ozel-ders-269/","1","Grafik Tasarım Özel Ders, Özel Dersler","38","232","Indexable",""
"https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-canli-online-egitimi-staj-garantili-564/","1","Staj garantili grafik tasarım kursu ve video efekt uzmanlığı online eğitimi. Photoshop, Illustrator ve After Effects öğrenin!","125","735","Indexable",""
"https://unityverseacademy.com/blog-detay/begum-kiroglunun-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-98/","1","Begüm Kıroğlu","13","91","Indexable",""
"https://unityverseacademy.com/urun/c-programlama-canli-online-egitimi-10/","1","C# (C Sharp) programlama canlı online kursu. Sıfırdan .NET ve nesne yönelimli programlama öğrenin. Hemen kaydolun!","114","733","Indexable",""
"https://unityverseacademy.com/kategori/dil-egitimleri-257/","1","Dil Eğitimleri","14","75","Indexable",""
"https://unityverseacademy.com/urun/dijital-oyun-muzigi-teknikleri-canli-online-egitimi-650/","1","Dijital Oyun Müziği Teknikleri Canlı (Online) Eğitimi, oyun geliştiricileri ve müzik prodüktörleri için özel olarak tasarlanmış bir eğitimdir. Oyun müziklerinin yaratılması, düzenlenmesi ve oyun içindeki atmosferle uyumlu hale getirilmes","237","1396","Indexable",""
"https://unityverseacademy.com/blog-detay/suat-erizin-ayes-celikteki-yazilim-gelistirici-ve-kalite-kontrol-gorevi-97/","1","Suat Eriz","9","55","Indexable",""
"https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-yuz-yuze-egitimi-staj-garantili-613/","1","Staj garantili grafik tasarım kursu ve video efekt uzmanlığı yüz yüze eğitimi. Sınıf ortamında uygulamalı Adobe eğitimi!","120","721","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-yuz-yuze-egitimi-staj-garantili-598/","1","Staj garantili Unity oyun geliştirme yüz yüze kursu. Sınıf ortamında uygulamalı C# ve Unity eğitimi ile oyun sektörüne hazırlanın.","130","778","Indexable",""
"https://unityverseacademy.com/urun/blender-3b-oyun-modelleme-canli-online-egitim-2/","1","Blender ile 3D oyun modelleme canlı online kursu. Karakter, çevre ve prop modelleme öğrenin. Ücretsiz yazılımla 3D artist olun!","127","770","Indexable",""
"https://unityverseacademy.com/urun/yazilim-uzmanligi-yuz-yuze-egitimi-staj-garantili-669/","1","Staj garantili yazılım uzmanlığı yüz yüze kursu. Sınıf ortamında uygulamalı yazılım eğitimi ile sektöre hazırlanın.","115","678","Indexable",""
"https://unityverseacademy.com/kategori/grafik-tasarim-egitimleri-246/","1","Grafik - Tasarım Eğitimleri","27","159","Indexable",""
"https://unityverseacademy.com/blog-detay/enes-bugra-cengizin-full-stack-developer-yolculugu-93/","1","Enes Buğra Cengiz","17","116","Indexable",""
"https://unityverseacademy.com/kategori/matematik-ozel-ders-267/","1","Matematik Özel Ders, Özel Dersler","33","207","Indexable",""
"https://unityverseacademy.com/urun/yazilim-test-otomasyonu-egitimi-canli-online-egitimi-staj-garantili-7/","1","Staj garantili yazılım test otomasyon online kursu. Selenium, API test ve QA süreçlerini öğrenin, SDET kariyerine başlayın!","123","737","Indexable",""
"https://unityverseacademy.com/sayfa/iletisim-5/","1","İLETİŞİM BİLGİLERİ","18","123","Non-Indexable","Canonicalised"
"https://unityverseacademy.com/kategori/oyun-gelistirme-ozel-ders-272/","1","Oyun Geliştirme Özel Ders, Özel Dersler","39","238","Indexable",""
"https://unityverseacademy.com/blog-detay/arda-bickinnin-yazilim-test-otomasyonu-egitimi-ve-testiniumdaki-staj-sureci-89/","1","Arda Biçkin’nin Yazılım Test Otomasyonu Eğitimi ve Testinium’daki Staj Süreci","77","476","Indexable",""
"https://unityverseacademy.com/blog-detay/osman-derebasinin-grafik-tasarim-ve-video-kurgu-alanindaki-yolculugu-101/","1","Osman Derebaşı","14","102","Indexable",""
"https://unityverseacademy.com/kategori/senaryo-sinema-ve-yonetmenlik-egitimleri-252/","1","Senaryo, Sinema ve Yönetmenlik Eğitimleri","41","259","Indexable",""
"https://unityverseacademy.com/kategori/yazilim-egitimleri-245/","1","Aranan Programcı Olma,Python, Java, C#, c sharp, mobil, mobil uygulama, uygulama geliştirme, kodlama, yazılım, Yazılım Uzmanlığı, C Sharp Programlama, Yazılım Kalitesi ve Testi, yazılım kalitesi, yazılım testi, tester, Software Quality a","237","1439","Indexable",""
"https://unityverseacademy.com/urun/2026-python-bootcamp-sifirdan-python-canli-online-egitimi-8/","1","2026 Python bootcamp sıfırdan ileri seviye online kursu. Yapay zeka, veri bilimi ve otomasyon için Python öğrenin!","114","698","Indexable",""
"https://unityverseacademy.com/kategori/3d-modelleme-egitimleri-247/","1","3d eğitim, blender, modelleme, modelling, substance 3d, maya, autodesk, maya kursu, maya eğitimi, maya","102","648","Indexable",""
"https://unityverseacademy.com/kategori/staj-garantili-egitimler-266/","1","Staj Garantili Eğitimler, Yazılım Eğitimleri","44","247","Indexable",""
"https://unityverseacademy.com/sayfa/egitmenler-10/","1","EĞİTMENLERİMİZ","14","113","Non-Indexable","Canonicalised"
"https://unityverseacademy.com/blog-detay/emre-gungorun-sps-senurdaki-robotic-system-developer-yolculugu-95/","1","Emre Güngör","11","82","Indexable",""
"https://unityverseacademy.com/blog-detay/can-kalyoncuoglu-hayallerden-gerceklere-128/","1","Can Kalyoncuoğlu: Hayallerden Gerçeklere","40","261","Indexable",""
"https://unityverseacademy.com/urun/rhino-egitimi-24-saat-online-ozel-ders-1131/","1","Rhino Eğitimi, 3D modelleme ve tasarım süreçlerinde yaygın olarak kullanılan güçlü bir yazılım olan Rhino’yu öğrenmek isteyenler için kapsamlı bir eğitim programıdır. Rhino, özellikle endüstriyel tasarım, mimarlık, iç mimarlık ve","229","1370","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-yuz-yuze-ozel-ders-1045/","1","Unity ile birebir oyun geliştirme özel dersi. Kişiye özel müfredatla C# ve Unity öğrenin, kendi hızınızda ilerleyin. Hemen bilgi alın!","134","768","Indexable",""
"https://unityverseacademy.com/urun/revit-egitimi-yuz-yuze-1581/","1","Revit Eğitimi, mimarlık, mühendislik ve inşaat (AEC) sektörlerinde yaygın olarak kullanılan ve 3D BIM (Building Information Modeling) yazılımı olan Revit","153","922","Indexable",""
"https://unityverseacademy.com/blog/10/","1","ÇALIŞMA HAYATINA ATILAN MEZUNLARIMIZIN BAŞARI HİKAYELERİ","56","429","Indexable",""
"https://unityverseacademy.com/urun/autodesk-fusion-360-endustriyel-urun-tasarimi-uzmanligi-yuz-yuze-ozel-ders-20-saat-1591/","1","Autodesk Fusion 360 Endüstriyel Ürün Tasarımı Uzmanlığı Yüz Yüze Özel Ders 20 saat ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Autodesk Fusion 360 Endüstriyel Ürün Tasarımı Uzmanlığı Yüz Yüze Özel Ders 20 saat, Animasyon Eğitimleri kategorisinde.","266","1665","Indexable",""
"https://unityverseacademy.com/urun/adobe-photoshop-onlinecanli-egitim-779/","1","Adobe Photoshop grafik tasarım kursu online canlı eğitim. Evinizden fotoğraf düzenleme ve dijital tasarım öğrenin!","114","702","Indexable",""
"https://unityverseacademy.com/urun/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-online-1549/","1","Mimarlık & İç Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Online ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Mimarlık & İç Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Online, Mimarlık Eğitimleri kategorisinde.","243","1452","Indexable",""
"https://unityverseacademy.com/urun/fen-bilimleri-egitimi-ozel-ders-1430/","1","Fen Bilimleri Eğitimi Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Fen Bilimleri Eğitimi Özel Ders, Özel Dersler kategorisinde.","156","914","Indexable",""
"https://unityverseacademy.com/os/kariyer-is-14/","1","KARIYER","7","56","Indexable",""
"https://unityverseacademy.com/urun/3ds-max-corona-ile-fotogercekci-mimari-gorsellestirmeegitimi-online-1614/","1","3ds Max + Corona ile Fotogerçekçi Mimari Görselleştirme Eğitimi Online ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. 3ds Max + Corona ile Fotogerçekçi Mimari Görselleştirme Eğitimi Online, Mimarlık Eğitimleri kategorisinde.","241","1468","Indexable",""
"https://unityverseacademy.com/urun/microsoft-office-egitimi-10-saat-1639/","1","Microsoft  Office Eğitimi 10 SAAT ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Microsoft  Office Eğitimi 10 SAAT, Muhasebe ve Ofis Eğitimleri kategorisinde.","175","1053","Indexable",""
"https://unityverseacademy.com/urun/cocuk-ve-gencler-icin-unity-ile-oyun-gelistirme-yuz-yuze-egitimi-1042/","1","7-17 yaş çocuklara özel Unity ile oyun geliştirme ve kodlama yüz yüze kursu. Eğlenceli derslerle çocuğunuz oyun tasarımı öğrensin!","130","799","Non-Indexable","Canonicalised"
"https://unityverseacademy.com/urun/mimarlik-ic-mimarlik-icin-3d-tasarim-ve-gorsellestirme-egitimi-yuz-yuze-120-saat-1577/","1","Mimarlık & İç Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Yüz Yüze 120 Saat ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Mimarlık & İç Mimarlık için 3D Tasarım ve Görselleştirme Eğitimi Yüz Yüze 120 Saat, Mimarlık Eğitimleri kategorisinde.","265","1604","Indexable",""
"https://unityverseacademy.com/urun/yapay-zeka-destekli-unity-ile-oyun-gelistirme-egitimi-online-1682/","1","Yapay zeka (AI) destekli Unity ile oyun geliştirme online kursu. AI teknolojileriyle oyun geliştirin, sektörde fark yaratın. Kaydolun!","134","777","Indexable",""
"https://unityverseacademy.com/urun/ic-mimarlik-ve-dekorasyon-egitimi-1132/","1","İç Mimarlık ve Dekorasyon Eğitimi, yaşam alanlarını estetik ve fonksiyonel bir şekilde tasarlamak isteyen herkes için kapsamlı bir eğitim programıdır. Bu eğitim, katılımcılara iç mekanların tasarımında kullanılan temel ilkelerden, re","233","1384","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-oyun-gelistirme-150-saatlik-kapsamli-blueprintmufredati-online-1028/","1","150 saatlik Unreal Engine 5 Blueprint online kursu. Kodsuz (visual scripting) oyun geliştirmeyi öğrenin, profesyonel projeler üretin.","133","792","Indexable",""
"https://unityverseacademy.com/urun/flutter-ile-mobil-uygulama-gelistirme-canli-online-egitimi-557/","1","Flutter & Dart ile cross-platform mobil uygulama geliştirme online kursu. iOS ve Android için tek kodla uygulama yapın!","119","723","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-online-ozel-ders-1256/","1","Unity ile birebir online oyun geliştirme özel dersi. Evinizden canlı eğitimle C# ve Unity öğrenin. Esnek saat seçenekleriyle başlayın!","134","782","Indexable",""
"https://unityverseacademy.com/urun/2b-oyun-karakter-tasarimi-ve-animasyon-ozel-ders-1250/","1","2B Oyun Karakter Tasarımı ve Animasyon Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. 2B Oyun Karakter Tasarımı ve Animasyon Özel Ders, Animasyon Eğitimleri kategorisinde.","198","1247","Indexable",""
"https://unityverseacademy.com/urun/excel-kursu-temelden-ileri-seviyeye-10-saat-1662/","1","Excel Kursu Temelden İleri Seviyeye 10 saat ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Excel Kursu Temelden İleri Seviyeye 10 saat, Muhasebe ve Ofis Eğitimleri kategorisinde.","195","1183","Indexable",""
"https://unityverseacademy.com/urun/rhino-egitimi-40-saat-online-1507/","1","Rhino Eğitimi 40 Saat Online ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Rhino Eğitimi 40 Saat Online, Mimarlık Eğitimleri kategorisinde.","157","942","Indexable",""
"https://unityverseacademy.com/urun/almanca-egitimi-ozel-ders-1440/","1","Almanca Eğitimi Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Almanca Eğitimi Özel Ders, Özel Dersler kategorisinde.","144","876","Indexable",""
"https://unityverseacademy.com/urun/autocad-elektrik-tesisat-projeleri-egitimi-yapi-denetim-odakli-1637/","1","AutoCAD Elektrik Tesisat Projeleri Eğitimi  (Yapı Denetim Odaklı) ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. AutoCAD Elektrik Tesisat Projeleri Eğitimi  (Yapı Denetim Odaklı), Özel Dersler kategorisinde.","224","1328","Indexable",""
"https://unityverseacademy.com/urun/gelismis-autocad-elektrik-projeciligi-egitimi-yapi-denetim-odakli-uygulamali-1635/","1","Gelişmiş AutoCAD Elektrik Projeciliği  Eğitimi (Yapı Denetim Odaklı – Uygulamalı) ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Gelişmiş AutoCAD Elektrik Projeciliği  Eğitimi (Yapı Denetim Odaklı – Uygulamalı), Özel Dersler kategorisinde.","256","1528","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-5-gorsellestirme-ve-animasyon-yuz-yuze-egitim-1032/","1","Unreal Engine 5 ile mimari görselleştirme ve sinematik animasyon yüz yüze kursu. Real-time rendering ve sahne tasarımı öğrenin.","127","788","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-vr-ozel-ders-yuz-yuze-egitim-1337/","1","Unreal Engine 5 ile VR geliştirme birebir yüz yüze özel ders. Sanal gerçeklik projelerinizi kişiye özel müfredatla geliştirin!","126","721","Indexable",""
"https://unityverseacademy.com/urun/grafik-tasarim-ve-video-efekt-uzmanligi-canli-online-egitimi-1484/","1","Grafik tasarım kursu ve video efekt uzmanlığı canlı online eğitimi. Adobe Photoshop, Illustrator ve After Effects öğrenin!","122","731","Indexable",""
"https://unityverseacademy.com/urun/yonetmenlik-ve-sinematografiye-giris-yuz-yuze-egitimi-620/","1","Yönetmenlik ve Sinematografiye Giriş Yüz Yüze Eğitimi, katılımcılara film yönetmenliği ve sinematografi dünyasında temel bilgiler kazandırmayı hedefleyen kapsamlı bir eğitim programıdır. Bu eğitimde, film yapım sürecinin her aşaması","232","1425","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-kuyumculuk-ve-taki-tasarimi-egitimi-online-1536/","1","ZBrush ile 3D kuyumculuk ve takı tasarımı online kursu. Dijital mücevher modelleme ve 3D baskıya hazırlık öğrenin!","114","698","Indexable",""
"https://unityverseacademy.com/urun/unity-ile-oyun-gelistirme-yuz-yuze-ozel-ders-1361/","1","Unity C# ile birebir oyun geliştirme özel dersi. Yüz yüze kişiye özel müfredatla kendi hızınızda öğrenin. Hemen bilgi alın!","123","720","Indexable",""
"https://unityverseacademy.com/urun/film-ve-animasyon-icin-storyboard-canli-online-egitimi-551/","1","Film ve Animasyon için Storyboard Canlı (Online) Eğitimi, film, animasyon ve video prodüksiyon süreçlerinde güçlü bir görsel anlatım oluşturmak isteyenler için kapsamlı bir eğitim sunmaktadır. Bu eğitimde, storyboard çizimlerinin rolü,","235","1424","Indexable",""
"https://unityverseacademy.com/urun/autocad-egitimi-1519/","1","AutoCAD Eğitimi, mühendislik, mimarlık, iç mimarlık ve diğer tasarım disiplinlerinde kullanılan en popüler 2D ve 3D CAD yazılımı olan AutoCAD’i profesyonel seviyede öğrenmek isteyenler için kapsamlı bir eğitim programıdır. AutoCAD, te","234","1424","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-yuz-yuze-egitimi-590/","1","ZBrush ile organik ve karakter modelleme yüz yüze kursu. Dijital sculpting, anatomi ve detaylandırma tekniklerini öğrenin!","122","740","Indexable",""
"https://unityverseacademy.com/urun/yapay-zeka-destekli-unity-ile-oyun-gelistirme-egitimi-yuz-yuze-1680/","1","Yapay zeka (AI) destekli Unity ile oyun geliştirme yüz yüze kursu. AI araçlarıyla oyun geliştirme sürecinizi hızlandırın. Yeni nesil eğitim!","140","812","Indexable",""
"https://unityverseacademy.com/urun/ispanyolca-egitimi-ozel-ders-1441/","1","İspanyolca Eğitimi Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. İspanyolca Eğitimi Özel Ders, Özel Dersler kategorisinde.","150","902","Indexable",""
"https://unityverseacademy.com/urun/java-yazilim-egitimi-online-819/","1","Java programlama online kursu. Sıfırdan ileri seviyeye Java, OOP ve Spring Boot öğrenin. Kariyer odaklı eğitim!","111","679","Indexable",""
"https://unityverseacademy.com/urun/zbrush-ile-organik-modelleme-canli-yuz-yuze-ozel-ders-1533/","1","ZBrush organik modelleme birebir yüz yüze özel ders. Sculpting, anatomi ve karakter detaylandırmayı kişiye özel öğrenin!","120","739","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-vr-ozel-ders-online-canli-egitim-1029/","1","Unreal Engine 5 ile VR geliştirme birebir online özel ders. Kişisel müfredatla sanal gerçeklik projelerinizi geliştirin. Hemen başvurun!","136","793","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-sanal-gerceklik-ozel-ders-online-canli-egitim-1044/","1","Unreal Engine 5 ile sanal gerçeklik (VR/AR) online özel ders. Birebir eğitimle VR/AR geliştirme becerilerinizi ilerletin.","121","695","Indexable",""
"https://unityverseacademy.com/urun/microsoft-office-egitimi-1123/","1","Microsoft Office Eğitimi, Word Eğitimi, Excel Eğitimi, PowerPoint Eğitimi, Outlook Eğitimi, Microsoft Office Kursu, Ofis Yazılımları, Veri Analizi, Sunum Hazırlama, E-posta Yönetimi, Microsoft Office İleri Düzey, Excel Formülleri, Microsoft O","242","1435","Indexable",""
"https://unityverseacademy.com/blog-detay/zbrush-kursu-egitimi-296/","1","zbrush eğitimi tanıtım yazısı","29","172","Indexable",""
"https://unityverseacademy.com/blog-detay/semantik-teknoloji-depo-stok-takip-uygulamasi-tanitimi-251/","1","Semantik Teknoloji Depo Stok Takibi Uygulaması Tanıtımı","55","351","Indexable",""
"https://unityverseacademy.com/urun/flutter-ile-mobil-uygulama-gelistirme-yuz-yuze-egitimi-606/","1","Flutter & Dart ile cross-platform mobil uygulama geliştirme yüz yüze kursu. Uygulamalı eğitimle iOS ve Android öğrenin!","119","728","Indexable",""
"https://unityverseacademy.com/urun/lumion-egitimi-1130/","1","Lumion Eğitimi, mimarların, iç mimarların ve 3D tasarımcılarının projelerini etkili bir şekilde görselleştirmeleri için ihtiyacı olan güçlü bir eğitim programıdır. Lumion, 3D modelleme yazılımları ile uyumlu çalışan, hızlı ve ge","228","1316","Indexable",""
"https://unityverseacademy.com/urun/adobe-photoshop-ve-adobe-illustrator-onlinecanli-egitim-1001/","1","Adobe Photoshop ve Illustrator grafik tasarım kursu online canlı eğitim. İki programı birlikte uzaktan öğrenin!","111","667","Indexable",""
"https://unityverseacademy.com/urun/cocuklar-icin-unity-ile-oyun-gelistirme-canli-online-egitimi-1380/","1","7-17 yaş çocuklara özel Unity ile oyun geliştirme ve kodlama online kursu. Evinizden eğlenceli derslerle oyun tasarımına başlasın!","130","785","Indexable",""
"https://unityverseacademy.com/urun/36-saat-kapsamli-zbrush-modelleme-egitimi-online-1540/","1","36 saatlik kapsamlı ZBrush sculpting online kursu. Karakter modelleme, organik ve hard surface teknikleri evinizden öğrenin!","124","761","Indexable",""
"https://unityverseacademy.com/urun/unreal-engine-ile-oyun-gelistirme-150-saatlik-kapsamli-blueprintmufredati-yuz-yuze-egitim-1116/","1","150 saatlik Unreal Engine 5 Blueprint yüz yüze kursu. Sınıf ortamında uygulamalı kodsuz oyun geliştirme öğrenin. Sertifikalı!","125","757","Indexable",""
"https://unityverseacademy.com/urun/film-ve-animasyon-icin-storyboard-yuz-yuze-egitimi-ozel-ders-1287/","1","Film ve animasyon projeleri için storyboard hazırlama becerisi kazandıran bu eğitim, katılımcılara görsel hikaye anlatımını öğretir. Eğitimde, karakter ve sahne tasarımı, kamera açıları, hareket analizleri ve anlatım akışı gibi teme","232","1376","Indexable",""
"https://unityverseacademy.com/blog-detay/substance-painter-egitimi-286/","1","Substance Painter Eğitimi Bilgilendirmesi","41","251","Indexable",""
"https://unityverseacademy.com/urun/fizik-egitimi-ozel-ders-1429/","1","Fizik Eğitimi  Özel Ders ürünü, özellikleri ve en uygun fiyatları Unityverse Academy da. Fizik Eğitimi  Özel Ders, Özel Dersler kategorisinde.","142","822","Indexable",""
"https://unityverseacademy.com/urun/java-yazilim-egitimi-yuz-yuze-821/","1","Kapsamlı Java programlama yüz yüze kursu. Java SE, EE ve framework'lerle enterprise yazılım geliştirmeyi öğrenin.","113","707","Indexable",""
"https://unityverseacademy.com/urun/desinatorluk-yuz-yuze-egitimi-612/","1","Desinatörlük ve tekstil desen tasarım yüz yüze kursu. Baskı desen, kumaş tasarımı ve desen çizim tekniklerini öğrenin!","118","719","Indexable",""
