"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://unityverseacademy.com/uploads/p/p/s/unity-ile-oyun-gelistirme-canli-online-egitimi_1.jpeg?v=1714312907","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","49870","49870","49870","7,391","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,062","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/s/unity-ile-oyun-gelistirme-canli-online-egitimi_1.jpeg?v=1714312907","2026-07-30 13:41:02"
"https://unityverseacademy.com/uploads/p/cd/gpM3HDtTk9KZ.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","46926","46926","46926","6,954","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,063","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/cd/gpM3HDtTk9KZ.webp","2026-07-30 13:41:02"
"https://unityverseacademy.com/uploads/p/cd/lQveczHUdfBT.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","34660","34660","34660","5,137","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,066","Thu, 18 Jun 2026 12:21:14 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/cd/lQveczHUdfBT.webp","2026-07-30 13:41:02"
"https://unityverseacademy.com/uploads/p/cd/8bxdytVDaPoT.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","35706","35706","35706","5,292","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,065","Thu, 18 Jun 2026 12:21:14 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/cd/8bxdytVDaPoT.webp","2026-07-30 13:41:02"
"https://unityverseacademy.com/uploads/p/cd/hzfpok91vjDW.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","70938","70938","70938","10,513","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,236","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/cd/hzfpok91vjDW.webp","2026-07-30 13:41:03"
"https://unityverseacademy.com/uploads/p/p/s/grafik-tasarim-ve-video-efekt-uzmanligi-canli-online-egitimi-staj-garantili_1.jpg?v=1759585838","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","131725","131725","131725","19,522","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,179","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/s/grafik-tasarim-ve-video-efekt-uzmanligi-canli-online-egitimi-staj-garantili_1.jpg?v=1759585838","2026-07-30 13:41:03"
"https://unityverseacademy.com/uploads/p/cd/Vqa2u5oRBlv1.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","3117","3117","3117","0,462","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,190","Thu, 18 Jun 2026 12:21:14 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/cd/Vqa2u5oRBlv1.png","2026-07-30 13:41:03"
"https://unityverseacademy.com/uploads/p/cd/BmsMLDdFV9vR.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","65280","65280","65280","9,674","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,264","Thu, 18 Jun 2026 12:21:14 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/cd/BmsMLDdFV9vR.webp","2026-07-30 13:41:03"
"https://unityverseacademy.com/uploads/p/cd/AHREgDJ51l30.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","88452","88452","88452","13,109","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,072","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/cd/AHREgDJ51l30.webp","2026-07-30 13:41:03"
"https://unityverseacademy.com/uploads/p/cd/4RGnxhqCrAQj.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","34660","34660","34660","5,137","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,263","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/cd/4RGnxhqCrAQj.webp","2026-07-30 13:41:03"
"https://unityverseacademy.com/uploads/p/p/s/2b-cizgi-film-ve-animasyon-uzmanligi-canli-online-egitimi_2.jpg?v=1759405086","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","48705","48705","48705","7,218","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,262","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/s/2b-cizgi-film-ve-animasyon-uzmanligi-canli-online-egitimi_2.jpg?v=1759405086","2026-07-30 13:41:03"
"https://unityverseacademy.com/uploads/p/cd/yISe6HskUAO8.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","46926","46926","46926","6,954","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,289","Thu, 18 Jun 2026 12:21:14 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/cd/yISe6HskUAO8.webp","2026-07-30 13:41:04"
"https://unityverseacademy.com/uploads/p/o/M8NILhl4t7HF.jpg?v=1701782743","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","55837","55837","55837","8,275","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,070","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/o/M8NILhl4t7HF.jpg?v=1701782743","2026-07-30 13:41:04"
"https://unityverseacademy.com/uploads/p/cd/lE0itIZcqLCW.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","49030","49030","49030","7,266","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,062","Thu, 18 Jun 2026 12:21:14 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/cd/lE0itIZcqLCW.webp","2026-07-30 13:41:04"
"https://unityverseacademy.com/uploads/p/cd/6FMJGd1m4zHY.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","88452","88452","88452","13,109","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,236","Thu, 18 Jun 2026 12:21:14 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/cd/6FMJGd1m4zHY.webp","2026-07-30 13:41:04"
"https://unityverseacademy.com/uploads/p/cd/yNjxbAfrewsU.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","32142","32142","32142","4,763","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,265","Thu, 18 Jun 2026 12:21:14 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/cd/yNjxbAfrewsU.webp","2026-07-30 13:41:04"
"https://unityverseacademy.com/uploads/p/cd/jUF0TXSKhpxI.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","3854","3854","3854","0,571","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,198","Thu, 18 Jun 2026 12:21:14 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/cd/jUF0TXSKhpxI.png","2026-07-30 13:41:04"
"https://unityverseacademy.com/uploads/p/cd/DHpznJYyvjk7.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","70938","70938","70938","10,513","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,065","Thu, 18 Jun 2026 12:21:14 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/cd/DHpznJYyvjk7.webp","2026-07-30 13:41:04"
"https://unityverseacademy.com/uploads/p/o/yfTW41vdMOxS.jpg?v=1701783131","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","3327","3327","3327","0,493","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,184","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/o/yfTW41vdMOxS.jpg?v=1701783131","2026-07-30 13:41:04"
"https://unityverseacademy.com/uploads/p/p/s/blender-3b-oyun-modelleme-canli-online-egitim_1.jpg?v=1762940609","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","42457","42457","42457","6,292","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,067","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/s/blender-3b-oyun-modelleme-canli-online-egitim_1.jpg?v=1762940609","2026-07-30 13:41:05"
"https://unityverseacademy.com/uploads/p/p/s/c-programlama-canli-online-egitimi_2.jpg?v=1696601125","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","42589","42589","42589","6,312","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,242","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/s/c-programlama-canli-online-egitimi_2.jpg?v=1696601125","2026-07-30 13:41:05"
"https://unityverseacademy.com/uploads/p/p/s/profesyonel-3b-modelleme-dijital-sanat-programi-online_1.jpg?v=1757508001","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","60209","60209","60209","8,923","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,071","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/s/profesyonel-3b-modelleme-dijital-sanat-programi-online_1.jpg?v=1757508001","2026-07-30 13:41:05"
"https://unityverseacademy.com/uploads/p/cd/wtZkNKoFClWI.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","3030","3030","3030","0,449","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,194","Thu, 18 Jun 2026 12:21:14 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/cd/wtZkNKoFClWI.png","2026-07-30 13:41:05"
"https://unityverseacademy.com/uploads/p/p/s/yazilim-test-otomasyonu-canli-online-egitimi-staj-garantili_1.jpg?v=1761897326","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","47905","47905","47905","7,100","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,067","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/s/yazilim-test-otomasyonu-canli-online-egitimi-staj-garantili_1.jpg?v=1761897326","2026-07-30 13:41:05"
"https://unityverseacademy.com/uploads/p/cd/JPNuanLj73k0.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","20938","20938","20938","3,103","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,078","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/cd/JPNuanLj73k0.webp","2026-07-30 13:41:05"
"https://unityverseacademy.com/uploads/p/p/s/dijital-oyun-muzigi-teknikleri-canli-online-egitimi_2.jpg?v=1759590545","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","107838","107838","107838","15,982","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,259","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/s/dijital-oyun-muzigi-teknikleri-canli-online-egitimi_2.jpg?v=1759590545","2026-07-30 13:41:05"
"https://unityverseacademy.com/uploads/p/p/s/grafik-tasarim-ve-video-efekt-uzmanligi-yuz-yuze-egitimi-staj-garantili_1.jpg?v=1763219437","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","41772","41772","41772","6,191","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,068","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/s/grafik-tasarim-ve-video-efekt-uzmanligi-yuz-yuze-egitimi-staj-garantili_1.jpg?v=1763219437","2026-07-30 13:41:06"
"https://unityverseacademy.com/uploads/p/cd/XJSd8xB3Twu1.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","47916","47916","47916","7,101","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,072","Thu, 18 Jun 2026 12:21:14 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/cd/XJSd8xB3Twu1.webp","2026-07-30 13:41:06"
"https://unityverseacademy.com/uploads/p/cd/w9pfIhHMitlV.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","49030","49030","49030","7,266","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,062","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/cd/w9pfIhHMitlV.webp","2026-07-30 13:41:06"
"https://unityverseacademy.com/uploads/p/cd/n0ucoJUlQf9Y.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","47916","47916","47916","7,101","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,069","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/cd/n0ucoJUlQf9Y.webp","2026-07-30 13:41:06"
"https://unityverseacademy.com/uploads/p/cd/z6dJwPINVK1U.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","3402","3402","3402","0,504","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,197","Thu, 18 Jun 2026 12:21:14 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/cd/z6dJwPINVK1U.png","2026-07-30 13:41:06"
"https://unityverseacademy.com/uploads/p/p/s/desinatorluk-canli-online-egitimi_2.jpg?v=1699876654","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","43469","43469","43469","6,442","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,255","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/s/desinatorluk-canli-online-egitimi_2.jpg?v=1699876654","2026-07-30 13:41:06"
"https://unityverseacademy.com/uploads/p/cd/Zb0gaClUFmEk.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","147910","147910","147910","21,920","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,064","Thu, 18 Jun 2026 12:21:14 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/cd/Zb0gaClUFmEk.webp","2026-07-30 13:41:07"
"https://unityverseacademy.com/uploads/p/cd/xL8INMf1WJvz.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","35706","35706","35706","5,292","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,246","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/cd/xL8INMf1WJvz.webp","2026-07-30 13:41:06"
"https://unityverseacademy.com/uploads/p/cd/w2oWBxc7O6gy.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","5509","5509","5509","0,816","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,199","Thu, 18 Jun 2026 12:21:14 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/cd/w2oWBxc7O6gy.png","2026-07-30 13:41:07"
"https://unityverseacademy.com/uploads/p/cd/BQMaSWDnF9Xq.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","3473","3473","3473","0,515","","0","","","","","0,000","1","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,068","Thu, 18 Jun 2026 12:21:14 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/cd/BQMaSWDnF9Xq.png","2026-07-30 13:41:07"
"https://unityverseacademy.com/uploads/p/p/s/unity-ile-oyun-gelistirme-canli-online-egitimi-staj-garantili_1.jpeg?v=1781632188","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","49870","49870","49870","7,391","","0","","","","","0,000","1","4","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,240","Thu, 18 Jun 2026 12:21:14 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/s/unity-ile-oyun-gelistirme-canli-online-egitimi-staj-garantili_1.jpeg?v=1781632188","2026-07-30 13:41:07"
"https://unityverseacademy.com/uploads/fm/WhatsApp_Image_2025-02-20_at_16_28_2714.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","162245","162245","162245","24,045","","0","","","","","0,000","2","2","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,063","Wed, 17 Jun 2026 19:04:46 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/fm/WhatsApp_Image_2025-02-20_at_16_28_2714.jpg","2026-07-30 13:41:07"
"https://unityverseacademy.com/uploads/p/p/unreal-engine-5-ile-kodsuz-oyun-gelistirme-online-canli-egitim_1.jpg?v=1687689899","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","124435","124435","124435","18,441","","0","","","","","0,000","2","3","","0","0","0","0,000","0","0","0","0","0","0","","","","","","0,065","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/unreal-engine-5-ile-kodsuz-oyun-gelistirme-online-canli-egitim_1.jpg?v=1687689899","2026-07-30 13:41:07"
"https://unityverseacademy.com/uploads/p/p/revit-egitimi-yuz-yuze_1.jpg?v=1763107881","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","63914","63914","63914","9,472","","0","","","","","0,000","2","3","","1","1","0","0,570","0","0","0","0","0","0","","","","","","0,064","Wed, 17 Jun 2026 19:04:47 GMT","","","","","1.1","","","","","","https://unityverseacademy.com/uploads/p/p/revit-egitimi-yuz-yuze_1.jpg?v=1763107881","2026-07-30 13:41:07"
